usuario,negocio,prediccion_recomendador
80658,5454,10.33614
80658,3143,10.136392
80658,4671,10.009538
80658,2132,9.752186
80658,2662,9.711303
80658,5215,8.998276
80658,3945,8.839141
80658,2450,8.409375
80658,25,8.280004
80658,2426,8.24714
80658,1598,8.160999
80658,4850,8.007369
80658,2199,7.8730764
80658,566,7.7820597
80658,1093,7.66562
80658,3165,7.438824
80658,748,7.322176
80658,3398,7.2648344
80658,3084,7.046506
80658,3801,7.0016756
80715,2557,13.373461
80715,2344,8.125517
80715,24,7.599778
80715,45,5.9510646
80715,4088,5.9117026
80715,473,5.6888704
80715,3228,5.6794276
80715,5111,5.530422
80715,3398,5.3271885
80715,1178,5.2786846
80715,4464,5.065397
80715,214,4.797786
80715,4073,4.7175584
80715,714,4.261636
80715,604,3.906477
80715,904,3.4982285
80715,4122,3.4452963
80715,3503,3.3575723
80715,5617,3.3285112
80715,456,3.2632155
80715,1671,3.2512894
80715,1201,3.2216368
80715,1442,3.2202709
80715,652,3.2129831
80715,1411,3.2077384
80715,514,3.1414642
80715,2617,3.1160681
80715,369,3.0829744
80715,5039,3.0770009
80715,3916,3.0282912
80715,1902,2.9288716
80715,3806,2.893417
80715,5255,2.871494
80715,3143,2.8493469
80715,1729,2.7732952
80715,1373,2.754387
80715,1436,2.7025456
80715,2133,2.643963
80715,1260,2.642496
80715,4220,2.622555
80715,757,2.6084495
80715,4534,2.5796766
80715,1348,2.5005264
80715,2109,2.477418
80715,5292,2.4715443
80715,2307,2.4488652
80715,5843,2.442685
80715,4020,2.4179037
80715,2589,2.3867974
80715,3165,2.355543
80920,1442,42.929695
80920,104,29.756292
80920,1164,20.754747
80920,5605,20.286018
80920,4184,17.895111
80920,25,16.984598
80920,1820,15.846337
80920,3165,15.153134
80920,3136,14.63389
80920,5169,12.896885
80920,4235,12.301179
80920,45,12.078598
80920,1637,11.192491
80920,1940,11.009444
80920,4712,10.643417
80920,1404,10.1317835
80920,1676,9.896008
80920,5292,9.851685
80920,250,9.709102
80920,2933,9.665334
80920,3732,8.897123
80920,2436,8.275784
80920,24,8.171438
80920,3974,7.8317957
80920,4567,7.6752734
80920,3064,7.40404
80920,5398,7.365317
80920,2344,7.23738
80920,1775,6.953272
80920,5390,6.862266
80920,1302,6.71099
80920,4183,6.566846
80920,5260,6.299897
80920,1608,6.253908
80920,3653,5.8544955
80920,4771,5.7831697
80920,5855,5.770084
80920,5521,5.6927624
80920,361,5.5666137
80920,1730,5.493437
80920,522,5.4722447
80920,4359,5.451914
80920,3119,5.4224086
80920,122,5.412765
80920,3999,5.3355827
80920,5746,5.2978363
80920,5176,5.2657704
80920,5083,5.197043
80920,144,5.189367
80920,3951,5.1172905
81064,904,44.010822
81064,3143,40.868553
81064,522,29.356981
81064,5360,29.242596
81064,880,23.00895
81064,24,22.87962
81064,5111,17.87919
81064,473,17.44712
81064,5176,14.888561
81064,5201,14.290698
81064,2781,13.063004
81064,1442,12.794932
81064,4088,12.365705
81064,1356,12.212564
81064,5083,11.334206
81064,2557,10.366106
81064,3398,8.699144
81064,2109,8.519963
81064,3101,7.958646
81064,45,7.800447
81064,4634,7.5333524
81064,4673,7.3992643
81064,4783,7.0788984
81064,774,6.664156
81064,3732,6.5141973
81064,3764,6.4741564
81064,3620,6.411021
81064,1144,6.251627
81064,1260,6.090149
81064,4359,6.0695257
81064,4314,6.056543
81064,25,5.943451
81064,566,5.903349
81064,1298,5.8407264
81064,5571,5.549752
81064,4143,5.2457237
81064,41,5.180802
81064,1195,5.161406
81064,2612,5.151573
81064,798,5.140502
81064,686,5.071988
81064,5292,4.961094
81064,104,4.7975793
81064,3705,4.7899337
81064,5605,4.538487
81064,4184,4.459016
81064,9,4.3411875
81064,3136,4.167987
81064,214,4.165518
81064,5169,4.0985003
81217,3209,28.425468
81217,880,15.411325
81217,3732,12.575586
81217,2557,12.428497
81217,1442,10.79491
81217,907,8.625826
81217,4543,8.341273
81217,522,7.986886
81217,1312,7.895374
81217,4364,7.886546
81217,393,7.1593776
81217,3840,6.8105965
81217,5062,6.6603875
81217,4097,6.660118
81217,361,6.550445
81217,3178,6.341998
81217,4198,6.1030216
81217,1783,6.0693903
81217,4990,5.975498
81217,3737,5.8550344
81217,1306,5.820136
81217,1054,5.707448
81217,1579,5.5135727
81217,1450,5.4409714
81217,4830,5.1396914
81217,3736,4.9795494
81217,1733,4.745828
81217,5113,4.623004
81217,4208,4.5829268
81217,2513,4.5312357
81217,4088,4.474575
81217,748,4.44635
81217,4429,4.440264
81217,678,4.263761
81217,447,4.261139
81217,3661,4.2388153
81217,723,4.15036
81217,4514,4.1269784
81217,1693,4.106033
81217,5267,4.097975
81217,4232,3.9242089
81217,2992,3.7668288
81217,2963,3.7542014
81217,3777,3.5905292
81217,1860,3.5777142
81217,4143,3.4898772
81217,2942,3.4589598
81217,757,3.41697
81217,774,3.3688476
81217,1190,3.2994616
81222,1442,19.279964
81222,774,18.182608
81222,104,16.415228
81222,4184,14.626434
81222,5169,13.966299
81222,3165,12.272064
81222,5605,10.074572
81222,3136,8.895616
81222,1940,7.8225164
81222,4771,7.667907
81222,1164,7.4219766
81222,25,7.1712923
81222,2933,7.089502
81222,3974,6.87433
81222,144,6.652235
81222,1775,6.1507
81222,4157,5.919562
81222,5855,5.5885043
81222,1637,5.562961
81222,4212,5.312969
81222,45,5.1930943
81222,1608,5.1509953
81222,1820,4.8493543
81222,2613,4.7797785
81222,1730,4.703001
81222,250,4.645882
81222,4712,4.442781
81222,3999,4.41026
81222,5061,4.1381664
81222,2436,3.9671154
81222,24,3.8414598
81222,339,3.531917
81222,4567,3.5304875
81222,2344,3.491963
81222,1676,3.4106688
81222,4550,3.3961663
81222,1828,3.3467069
81222,357,3.3055735
81222,3208,3.284182
81222,2138,3.2683961
81222,3310,3.1249022
81222,3822,3.0042257
81222,4183,2.9489913
81222,1600,2.936622
81222,226,2.9214
81222,2926,2.7608724
81222,4146,2.7537317
81222,5398,2.7370207
81222,3951,2.721877
81222,1819,2.70822
81248,1442,13.183624
81248,4212,9.843248
81248,3119,7.7769136
81248,774,7.38045
81248,5833,7.363837
81248,2622,7.0793204
81248,104,6.912222
81248,4717,6.4888244
81248,3136,6.479004
81248,1637,6.3421907
81248,1819,6.0409284
81248,4683,5.9569664
81248,522,5.28849
81248,1164,4.939822
81248,5605,4.938277
81248,4184,4.9056163
81248,2373,4.3570232
81248,250,4.030571
81248,4220,3.9023566
81248,596,3.723198
81248,25,3.6624033
81248,5746,3.2871344
81248,5292,3.2497675
81248,2933,3.1957588
81248,3637,2.9667149
81248,1820,2.8956945
81248,4673,2.8155994
81248,5260,2.7737103
81248,473,2.770971
81248,1404,2.7339423
81248,5169,2.7169228
81248,144,2.7168078
81248,4157,2.6094708
81248,4183,2.5882936
81248,3064,2.549962
81248,1975,2.5299125
81248,4911,2.497817
81248,2257,2.4453337
81248,880,2.4193926
81248,5521,2.4010568
81248,2463,2.34232
81248,129,2.3090024
81248,4304,2.3072891
81248,5398,2.2525887
81248,24,2.2349906
81248,1730,2.22093
81248,3736,2.211244
81248,4543,2.190142
81248,3330,2.1302207
81248,5390,2.127532
81267,3143,78.72392
81267,904,58.49482
81267,2085,56.259693
81267,880,47.472713
81267,5111,35.440887
81267,2109,16.988348
81267,9,15.631237
81267,4749,13.279358
81267,686,11.929394
81267,566,11.90757
81267,5201,11.285571
81267,3705,11.075567
81267,5571,9.426767
81267,4783,9.382611
81267,25,9.022065
81267,1195,9.001663
81267,45,8.961906
81267,150,8.702801
81267,725,8.214695
81267,4314,7.9433336
81267,4427,7.80175
81267,1298,7.6906323
81267,2417,7.621972
81267,1356,7.163716
81267,4254,7.1227055
81267,24,7.009555
81267,1144,6.977087
81267,41,6.726013
81267,4525,6.707025
81267,5241,6.6688013
81267,2344,6.148472
81267,4031,6.1388063
81267,581,6.1107264
81267,2581,5.9826937
81267,345,5.9707246
81267,4464,5.730447
81267,1442,5.6580143
81267,473,5.345003
81267,522,5.1766305
81267,2191,5.165434
81267,1396,5.066453
81267,1756,4.996959
81267,104,4.8511524
81267,3165,4.7218223
81267,5341,4.6944685
81267,1840,4.566812
81267,4543,4.2885733
81267,4656,4.2349157
81267,3117,4.2293386
81267,5554,4.130575
81339,604,19.729176
81339,2101,16.266083
81339,2307,15.287557
81339,5259,15.052196
81339,522,12.295951
81339,1729,11.971902
81339,1442,11.883946
81339,880,11.361928
81339,45,10.333915
81339,4122,10.267189
81339,3732,9.990385
81339,2294,8.649751
81339,4012,7.822913
81339,1710,7.350344
81339,4088,7.0711536
81339,4453,7.063588
81339,5496,6.773083
81339,5843,6.565188
81339,904,6.560207
81339,2612,6.3879294
81339,2109,6.1526804
81339,2344,6.0206184
81339,4143,5.961995
81339,5254,5.958603
81339,3398,5.682894
81339,3503,5.1261373
81339,3705,4.8192296
81339,5753,4.638069
81339,456,4.5353184
81339,138,4.4197607
81339,1671,4.411369
81339,5168,4.2868156
81339,5035,4.244192
81339,369,4.2017617
81339,566,4.1322675
81339,1783,4.0694723
81339,799,3.9306898
81339,2085,3.8998995
81339,692,3.7781157
81339,1093,3.7396016
81339,5111,3.3354893
81339,725,3.2577016
81339,671,3.2385848
81339,2452,3.1639328
81339,5160,3.0605094
81339,3055,2.9974766
81339,2045,2.9656534
81339,1643,2.963715
81339,4220,2.8872755
81339,1411,2.870513
81372,5168,46.647408
81372,1631,41.73071
81372,45,37.770058
81372,1442,25.820982
81372,522,25.805233
81372,789,17.752594
81372,3417,16.802195
81372,1411,16.602411
81372,2557,15.573263
81372,5278,14.302036
81372,1917,13.775737
81372,2359,13.755264
81372,1843,13.519822
81372,900,12.880265
81372,858,12.844948
81372,2013,12.675163
81372,1152,12.462173
81372,5484,12.056622
81372,880,11.79247
81372,2403,10.971402
81372,5658,10.860145
81372,1133,10.262975
81372,2662,10.12646
81372,5454,10.053835
81372,1066,10.036101
81372,1462,9.890114
81372,4671,9.700802
81372,3133,9.260694
81372,3945,8.888252
81372,2078,8.726158
81372,3991,8.432968
81372,5215,8.227853
81372,2132,8.013049
81372,2450,7.960391
81372,2426,7.9333506
81372,2199,7.9083776
81372,3084,7.5325727
81372,774,7.341875
81372,2508,7.305113
81372,5055,7.2403703
81372,1598,7.07592
81372,2344,6.8123183
81372,4074,6.114443
81372,5292,5.9848123
81372,3453,5.7433395
81372,3193,5.7425194
81372,423,5.6100597
81372,5758,5.5631948
81372,3252,5.527091
81372,4850,5.5027885
81449,2463,108.608665
81449,1870,66.65248
81449,4550,63.004086
81449,44,56.051254
81449,5450,49.611908
81449,4143,45.018963
81449,3586,40.61541
81449,3647,29.284489
81449,5697,28.63103
81449,2245,26.44892
81449,3523,25.097742
81449,5819,24.398012
81449,1189,23.703041
81449,3455,13.360149
81449,2010,12.060935
81449,465,11.181256
81449,3622,10.471207
81449,3967,9.546276
81449,2884,9.211371
81449,490,7.829521
81449,5835,7.1680455
81449,45,6.800219
81449,1410,6.790445
81449,5812,6.4716797
81449,5851,6.01236
81449,522,5.8425326
81449,614,5.797667
81449,5833,5.650918
81449,3939,5.286169
81449,880,5.247004
81449,24,4.985385
81449,5322,4.814741
81449,1103,4.773755
81449,2770,4.653061
81449,3736,4.335066
81449,3165,4.2393713
81449,4216,4.169531
81449,774,3.8803267
81449,1442,3.7807214
81449,2838,3.6982903
81449,3303,3.592255
81449,764,3.4760365
81449,2636,3.4214535
81449,3598,3.3676262
81449,628,3.3494422
81449,3607,3.2957668
81449,2344,3.19236
81449,3067,3.0280118
81449,531,3.0032063
81449,3310,2.852353
81458,904,49.61395
81458,1442,40.59505
81458,2085,29.542982
81458,104,27.716194
81458,880,26.517157
81458,5111,26.069048
81458,5360,23.459286
81458,45,16.990952
81458,3136,16.328623
81458,4184,13.711312
81458,5605,12.960137
81458,1631,12.463109
81458,2781,12.247792
81458,2109,12.1624565
81458,1356,12.066346
81458,4251,11.735107
81458,1164,11.724902
81458,2775,11.083857
81458,9,10.709107
81458,3705,10.4440155
81458,1820,10.4418335
81458,858,10.27684
81458,566,10.245566
81458,250,10.102945
81458,5168,9.715878
81458,1489,9.645853
81458,360,9.395555
81458,1436,9.067103
81458,4729,8.875738
81458,2557,8.486319
81458,5390,8.031149
81458,473,8.005365
81458,2344,7.964532
81458,4712,7.860454
81458,522,7.391699
81458,3081,7.3148556
81458,1404,7.0402155
81458,789,6.9604387
81458,1676,6.7184796
81458,1152,6.6010456
81458,2417,6.5341873
81458,1637,6.491262
81458,3165,6.430212
81458,5292,6.37457
81458,989,6.157378
81458,4143,6.1020894
81458,5571,6.020584
81458,1940,5.9956822
81458,1783,5.896055
81458,5484,5.8047457
81525,473,72.03537
81525,4359,31.73304
81525,3398,25.68523
81525,1442,23.705147
81525,4634,20.710478
81525,4845,15.953656
81525,3732,15.703762
81525,4184,15.650134
81525,45,15.486005
81525,3101,14.9062
81525,2083,13.278274
81525,2557,13.206034
81525,774,13.123033
81525,104,13.109266
81525,2617,12.95181
81525,3806,12.844345
81525,934,11.9534645
81525,1260,11.515098
81525,2424,10.001913
81525,214,9.924458
81525,4088,9.423174
81525,3165,8.6744375
81525,514,8.615692
81525,4020,8.489284
81525,1178,8.444771
81525,880,8.303233
81525,1914,8.244
81525,4543,8.062622
81525,904,7.876783
81525,5302,7.7974477
81525,714,7.576397
81525,2178,7.55514
81525,5169,6.422947
81525,4911,6.217149
81525,4604,5.8842382
81525,3457,5.843032
81525,3700,5.832445
81525,5259,5.666979
81525,5111,5.5879626
81525,4829,5.562783
81525,2942,5.528691
81525,5605,5.302379
81525,2589,5.2156124
81525,3136,5.176899
81525,4165,5.066159
81525,2097,5.0536547
81525,3119,4.947909
81525,2381,4.8966293
81525,5833,4.680311
81525,1093,4.6544843
81595,5585,25.68744
81595,4143,11.169186
81595,44,10.977105
81595,2463,10.122134
81595,4550,8.802481
81595,5450,6.977974
81595,1870,6.5056653
81595,1054,5.7868357
81595,45,5.7832093
81595,3209,5.6536403
81595,2992,4.668791
81595,3523,4.509175
81595,2245,4.1159215
81595,4514,4.1082582
81595,361,4.049822
81595,5037,3.6747947
81595,4825,3.6294975
81595,5444,3.34552
81595,1886,3.149508
81595,1189,3.0045102
81595,3967,2.9748034
81595,3751,2.8177547
81595,5471,2.7616098
81595,1312,2.653909
81595,1820,2.6369224
81595,4997,2.6233864
81595,723,2.5518851
81595,3622,2.2804139
81595,3136,2.2031798
81595,1919,2.200674
81595,3586,2.1869411
81595,8,2.143732
81595,5625,2.1271343
81595,3133,2.1128855
81595,1733,2.055569
81595,5094,1.9888932
81595,3732,1.9362473
81595,5322,1.9339651
81595,465,1.907131
81595,5214,1.8569534
81595,2010,1.8531233
81595,5768,1.8531233
81595,2344,1.8531165
81595,3247,1.8255281
81595,431,1.767767
81595,4495,1.767767
81595,404,1.767767
81595,1442,1.7537862
81595,5168,1.7407764
81595,765,1.6903085
81639,4088,17.785694
81639,604,15.204899
81639,880,13.714405
81639,1442,13.626552
81639,2307,13.259027
81639,45,12.4533
81639,904,12.294291
81639,3228,11.74333
81639,2044,11.490613
81639,5259,11.266855
81639,5111,9.926017
81639,1729,9.859761
81639,4122,9.60723
81639,4012,9.450107
81639,3705,8.677666
81639,3732,8.473
81639,2344,8.207059
81639,3143,8.14985
81639,4534,7.221738
81639,1093,7.0083504
81639,2085,6.6536684
81639,5254,6.144128
81639,4143,6.0525966
81639,1710,5.9297256
81639,2294,5.7582006
81639,4453,5.7185764
81639,1162,5.6824894
81639,5843,5.588069
81639,369,5.5118513
81639,692,5.3848867
81639,5499,5.3408556
81639,799,4.753032
81639,1783,4.635574
81639,566,4.408359
81639,5496,4.3930683
81639,1436,4.2211347
81639,671,4.1837726
81639,781,4.1780047
81639,3398,4.165754
81639,3081,3.9668798
81639,5753,3.9414592
81639,5747,3.932511
81639,1023,3.926202
81639,1178,3.8971207
81639,522,3.8336732
81639,1765,3.7411308
81639,5168,3.5283046
81639,4326,3.462158
81639,2452,3.4546273
81639,5068,3.4216628
81693,2463,121.96449
81693,1870,63.187046
81693,4550,59.457348
81693,4143,53.377605
81693,5450,51.48673
81693,5037,42.046684
81693,3523,38.718246
81693,3586,33.598717
81693,1189,25.215214
81693,5819,24.843206
81693,2245,23.034351
81693,3647,19.567009
81693,3455,13.345496
81693,2884,12.325822
81693,3622,11.58692
81693,3967,11.302152
81693,2010,10.204887
81693,5835,9.3128195
81693,1410,9.304554
81693,465,8.723586
81693,5471,8.363098
81693,490,8.255793
81693,45,8.099005
81693,3939,7.1172748
81693,3607,5.527489
81693,614,5.4726477
81693,8,5.4323444
81693,3736,5.3731585
81693,764,5.30151
81693,2770,5.1030087
81693,2636,5.0692625
81693,5851,4.9568834
81693,4543,4.8886185
81693,5833,4.82459
81693,2344,4.8035774
81693,1103,4.703952
81693,4359,4.570689
81693,522,4.5605993
81693,3751,4.501752
81693,3840,4.461708
81693,2838,4.376922
81693,5444,4.3430424
81693,3209,4.0857253
81693,531,4.0464344
81693,3598,3.999909
81693,1767,3.992814
81693,4495,3.9622772
81693,1442,3.8298316
81693,5322,3.7741656
81693,628,3.668323
81744,3705,5.5327044
81744,904,4.5567217
81744,2109,4.2876644
81744,4088,3.5391133
81744,4673,3.2730107
81744,5022,2.976139
81744,5183,2.8652456
81744,1008,2.7048137
81744,473,2.541
81744,579,2.4147265
81744,3951,2.2005942
81744,880,2.1540117
81744,4600,2.151853
81744,32,2.080626
81744,2391,2.0060272
81744,129,1.9588201
81744,2557,1.9221213
81744,5571,1.8611444
81744,686,1.8491763
81744,1798,1.7992378
81744,3165,1.7910945
81744,2656,1.7238513
81744,2612,1.6531367
81744,725,1.5289416
81744,3143,1.4680659
81744,2085,1.4630401
81744,189,1.4581652
81744,2617,1.4581652
81744,2946,1.4581652
81744,2118,1.3894249
81744,2575,1.3894249
81744,4387,1.3894249
81744,5281,1.3832083
81744,3582,1.3832083
81744,3653,1.3832083
81744,3637,1.3433208
81744,4073,1.3203566
81744,2257,1.3203566
81744,3732,1.2893167
81744,5168,1.2893167
81744,5292,1.2893167
81744,557,1.2614398
81744,3202,1.2036163
81744,39,1.2036163
81744,1306,1.1870139
81744,5625,1.1870139
81744,607,1.11154
81744,2948,1.11154
81744,4805,1.0936239
81744,5641,1.0936239
82059,3143,42.35475
82059,45,42.343246
82059,2085,37.247032
82059,904,33.93203
82059,3732,32.381954
82059,2781,30.04369
82059,1442,28.837515
82059,5360,26.84457
82059,4088,24.586058
82059,522,24.575485
82059,2557,22.444935
82059,5111,22.021221
82059,566,18.007294
82059,5241,14.101385
82059,4314,12.889285
82059,1195,11.999137
82059,2109,10.907069
82059,4783,10.405351
82059,725,10.379534
82059,3705,9.988167
82059,4143,9.913285
82059,686,9.883524
82059,104,9.689206
82059,3620,9.239919
82059,4749,9.169704
82059,2328,9.138666
82059,3165,9.118015
82059,2417,8.749518
82059,4194,8.737294
82059,5035,8.426844
82059,25,8.397111
82059,4254,8.343129
82059,3335,8.318969
82059,4673,8.290359
82059,4241,7.9276757
82059,1356,7.4347653
82059,4184,7.170585
82059,3209,7.1618867
82059,2344,7.1202574
82059,558,7.051974
82059,1178,6.9677644
82059,5037,6.893339
82059,5571,6.6569214
82059,5183,6.5850086
82059,3136,6.5690475
82059,4855,6.4795637
82059,774,6.1020117
82059,202,6.0854206
82059,1093,6.018793
82059,2656,5.982437
82164,1442,2.5762086
82164,45,2.5242848
82164,2557,2.1373177
82164,4543,1.7940137
82164,3999,1.5026045
82164,2661,1.2919555
82164,522,1.2170496
82164,5843,1.1046896
82164,5037,1.0567774
82164,3732,0.99951214
82164,2942,0.99951214
82164,907,0.9931271
82164,799,0.97885275
82164,3209,0.95309687
82164,1890,0.94280905
82164,3737,0.9058535
82164,5061,0.8669254
82164,5081,0.8669254
82164,5285,0.85885274
82164,2168,0.855236
82164,137,0.855236
82164,5723,0.855236
82164,2344,0.855236
82164,4086,0.855236
82164,5062,0.85042006
82164,1332,0.79450166
82164,2890,0.77990365
82164,2662,0.7496341
82164,465,0.7407972
82164,774,0.7407972
82164,1600,0.7407972
82164,5215,0.70164645
82164,1348,0.6628138
82164,1881,0.65019405
82164,129,0.65019405
82164,1186,0.65019405
82164,681,0.65019405
82164,3178,0.61885273
82164,112,0.61885273
82164,4143,0.61885273
82164,4825,0.61885273
82164,880,0.61614025
82164,1108,0.6158403
82164,4990,0.6158403
82164,1961,0.6030227
82164,3137,0.6030227
82164,2083,0.6030227
82164,4326,0.6
82164,1436,0.6
82164,2360,0.6
82175,5360,77.15088
82175,880,71.34649
82175,4088,56.26552
82175,5111,52.974785
82175,1356,37.014957
82175,5201,29.881882
82175,4673,21.149761
82175,2109,20.354824
82175,3732,16.404104
82175,3620,16.161695
82175,4749,15.173919
82175,686,15.12352
82175,1195,14.981177
82175,1144,14.438767
82175,3705,14.107589
82175,1298,13.90275
82175,4254,13.899222
82175,4314,13.8480215
82175,1442,13.645129
82175,9,13.251919
82175,41,12.747933
82175,725,12.362053
82175,4783,12.322771
82175,5241,12.231354
82175,4251,11.617631
82175,2417,10.819009
82175,25,10.45068
82175,1542,10.081049
82175,345,9.6203985
82175,180,9.007999
82175,4427,8.690306
82175,522,8.401454
82175,2344,8.397183
82175,1840,8.159952
82175,5035,8.048089
82175,3398,8.027052
82175,4525,8.008145
82175,3639,7.9322176
82175,150,7.7540445
82175,3136,7.6992917
82175,104,7.577237
82175,4194,7.361334
82175,2760,7.2404284
82175,2581,7.214346
82175,2557,6.844346
82175,3165,6.8008647
82175,3531,6.7939835
82175,4031,6.7673893
82175,4359,6.5305037
82175,1436,6.4615736
82180,4514,4.3500137
82180,3209,3.991757
82180,45,3.7953455
82180,104,3.7335274
82180,361,3.1746697
82180,4097,3.07744
82180,393,3.0268028
82180,907,2.9680734
82180,3178,2.859192
82180,2463,2.6413527
82180,5062,2.583174
82180,678,2.4265609
82180,522,2.369556
82180,2187,2.1393564
82180,262,1.9405665
82180,4304,1.837199
82180,1054,1.8147511
82180,4183,1.8077539
82180,4990,1.8021615
82180,428,1.6699315
82180,2610,1.6302124
82180,1969,1.5315095
82180,4235,1.5261624
82180,1164,1.5120722
82180,4618,1.4678925
82180,3247,1.4160056
82180,1608,1.3889294
82180,3237,1.3761358
82180,1783,1.3402674
82180,4232,1.3121178
82180,3119,1.3001275
82180,4543,1.2928617
82180,5552,1.2830359
82180,5484,1.2096578
82180,3398,1.2096578
82180,5106,1.174314
82180,1903,1.1715584
82180,1404,1.1715584
82180,1676,1.1227218
82180,2613,1.1202241
82180,3973,1.1202241
82180,4632,1.1202241
82180,25,1.0868282
82180,2622,1.0868282
82180,5683,1.0846523
82180,1958,1.07298
82180,2884,1.07298
82180,1693,1.0705204
82180,501,1.0488986
82180,5747,1.0488986
82185,3732,3.6453028
82185,579,2.9288046
82185,4088,2.7771912
82185,3643,2.7558832
82185,3705,2.749355
82185,24,2.60592
82185,5484,2.3601131
82185,904,2.3472648
82185,45,2.2996378
82185,2109,2.2229211
82185,880,2.2032635
82185,473,2.0757563
82185,1631,2.07518
82185,789,2.0300274
82185,5022,1.8764188
82185,4029,1.8031657
82185,4673,1.7151959
82185,5292,1.6956656
82185,5183,1.6093729
82185,4086,1.5724826
82185,1008,1.5192604
82185,2557,1.5048797
82185,5168,1.5044674
82185,1164,1.4211172
82185,1442,1.4078629
82185,2775,1.3135792
82185,369,1.2911062
82185,5843,1.2575445
82185,5625,1.2510619
82185,3951,1.2360466
82185,858,1.2353239
82185,4600,1.2086692
82185,1531,1.2036163
82185,5752,1.1867816
82185,2227,1.1867816
82185,3398,1.1760122
82185,32,1.1686618
82185,1152,1.1661654
82185,725,1.0976228
82185,1054,1.0858951
82185,3350,1.0782977
82185,686,1.0386595
82185,1798,1.0106096
82185,4970,1.0066296
82185,3165,1.0060357
82185,129,1.0060357
82185,2373,0.99961895
82185,379,0.98142016
82185,2417,0.9693836
82185,2656,0.968266
82329,45,13.235757
82329,3732,5.579087
82329,4097,4.7324104
82329,3209,4.611995
82329,4896,3.4349627
82329,4543,3.203191
82329,2182,2.93543
82329,1442,2.790626
82329,522,2.7216616
82329,4241,2.31253
82329,4550,2.3009806
82329,203,2.2046561
82329,4435,2.2007768
82329,1637,2.1301076
82329,2654,2.10104
82329,2403,2.0284934
82329,5113,1.9506958
82329,1348,1.9072046
82329,5768,1.9032583
82329,2288,1.8759904
82329,880,1.8406277
82329,1093,1.8144239
82329,25,1.799612
82329,2656,1.7468746
82329,5625,1.720456
82329,799,1.6835479
82329,3313,1.6561387
82329,5160,1.6068043
82329,4652,1.5845814
82329,3241,1.5845814
82329,2344,1.5760087
82329,2557,1.5741163
82329,721,1.5659256
82329,971,1.5279882
82329,4695,1.5120331
82329,3398,1.5065824
82329,1631,1.4997803
82329,24,1.4828113
82329,1819,1.4747832
82329,3033,1.4537271
82329,3247,1.4450765
82329,5833,1.4073865
82329,2610,1.3973849
82329,361,1.3767986
82329,2497,1.3423122
82329,1108,1.3154176
82329,5647,1.2925273
82329,5111,1.2925273
82329,4143,1.2839324
82329,2196,1.2329924
82525,522,5.7653966
82525,3143,4.916626
82525,880,4.445711
82525,4088,4.234243
82525,3398,3.6596775
82525,2781,3.4328525
82525,4783,2.924292
82525,5111,2.6656137
82525,3620,2.6291583
82525,4749,2.5249345
82525,3705,2.4623048
82525,2612,2.4088297
82525,904,2.3444898
82525,5360,2.3375766
82525,2085,2.1025004
82525,1023,2.0695963
82525,5083,2.0516634
82525,725,2.0191154
82525,5571,1.9254947
82525,2946,1.9018587
82525,45,1.8910251
82525,989,1.8743576
82525,3165,1.8426825
82525,4427,1.83992
82525,2557,1.8343108
82525,189,1.7820317
82525,566,1.7633705
82525,2417,1.6122172
82525,1843,1.5643191
82525,5259,1.5622406
82525,2191,1.5351866
82525,1613,1.5307367
82525,2097,1.5279616
82525,4634,1.5101469
82525,2424,1.5064788
82525,4625,1.4953356
82525,1902,1.4404012
82525,4589,1.4287369
82525,3517,1.423161
82525,4543,1.4132588
82525,5670,1.3997458
82525,2622,1.3993996
82525,5160,1.3641827
82525,2888,1.3540034
82525,888,1.3443953
82525,1914,1.3368845
82525,3732,1.3337681
82525,473,1.2999878
82525,3967,1.2987548
82525,3029,1.2654629
82538,1631,37.736526
82538,45,35.62487
82538,2775,29.641212
82538,1442,23.267633
82538,880,19.755795
82538,2344,19.740412
82538,2557,18.074898
82538,858,16.11126
82538,5278,15.323475
82538,2013,13.972087
82538,24,12.909895
82538,1411,12.0256605
82538,789,11.752082
82538,3417,11.477936
82538,1152,11.425182
82538,1843,11.316489
82538,473,11.089771
82538,2359,11.080735
82538,2662,10.890523
82538,423,10.853027
82538,1133,10.76136
82538,1066,10.501387
82538,2199,10.34673
82538,1598,10.027978
82538,5484,9.799506
82538,3991,9.601975
82538,2426,9.53086
82538,2078,9.115803
82538,3398,8.810841
82538,3801,8.754645
82538,5454,8.644826
82538,566,8.587172
82538,5768,8.338263
82538,3252,8.287372
82538,5658,7.969981
82538,2403,7.9687014
82538,2424,7.834784
82538,4671,7.8338504
82538,3084,7.8010263
82538,5215,7.5238223
82538,386,7.376793
82538,2132,7.339516
82538,1917,7.2523003
82538,5055,7.1821756
82538,904,7.045464
82538,4854,7.0056567
82538,1462,6.8395863
82538,2450,6.8395095
82538,3133,6.718324
82538,4074,6.566463
82585,1442,15.137315
82585,774,14.210448
82585,1164,10.838456
82585,45,9.146739
82585,5605,8.673628
82585,250,8.421907
82585,3165,8.408337
82585,1820,8.185108
82585,3209,6.7593946
82585,5081,6.6791506
82585,5833,6.3764725
82585,122,6.331084
82585,3119,6.1241517
82585,4683,6.105072
82585,104,5.9460745
82585,1302,5.425304
82585,25,5.3905396
82585,3703,5.179151
82585,2942,5.133087
82585,4212,5.1216106
82585,683,5.017322
82585,1940,4.973969
82585,522,4.4931965
