usuario,hotel_recomendado,hotel_historico,num_propiedades_compartidas,propiedades_compartidas
35,4634,2344,19,"[('Alcohol=full_bar', 'has_attribute'), ('Arts & Entertainment', 'has_category'), ('BYOBCorkage=no', 'has_attribute'), ('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Caters=True', 'has_attribute'), ('DogsAllowed=False', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('GoodForKids=True', 'has_attribute'), ('HasTV=True', 'has_attribute'), ('Nashville', 'located_in_city'), ('Restaurants', 'has_category'), ('RestaurantsAttire=casual', 'has_attribute'), ('RestaurantsGoodForGroups=True', 'has_attribute'), ('RestaurantsTableService=True', 'has_attribute'), ('TN', 'in_state'), ('Venues & Event Spaces', 'has_category'), ('WheelchairAccessible=True', 'has_attribute'), ('open', 'status')]"
35,4634,2989,6,"[('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('RestaurantsPriceRange2=2', 'has_attribute'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,4683,4326,10,"[('3.0 stars', 'has_rating'), ('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('DogsAllowed=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('RestaurantsPriceRange2=3', 'has_attribute'), ('Venues & Event Spaces', 'has_category'), ('WheelchairAccessible=True', 'has_attribute'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,4683,5767,3,"[('LA', 'in_state'), ('New Orleans', 'located_in_city'), ('open', 'status')]"
35,4683,2344,8,"[('3.0 stars', 'has_rating'), ('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('RestaurantsPriceRange2=3', 'has_attribute'), ('Venues & Event Spaces', 'has_category'), ('WheelchairAccessible=True', 'has_attribute'), ('open', 'status')]"
35,4683,2989,6,"[('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('DogsAllowed=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,473,4326,3,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('WheelchairAccessible=True', 'has_attribute'), ('open', 'status')]"
35,473,5767,1,"[('open', 'status')]"
35,473,2344,17,"[('Alcohol=full_bar', 'has_attribute'), ('Arts & Entertainment', 'has_category'), ('BestNights={monday: False, tuesday: False, friday: True, wednesday: False, thursday: False, sunday: True, saturday: True}', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Cinema', 'has_category'), ('DogsAllowed=False', 'has_attribute'), ('GoodForDancing=False', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('HasTV=True', 'has_attribute'), ('Museums', 'has_category'), ('Nashville', 'located_in_city'), ('Restaurants', 'has_category'), ('RestaurantsAttire=casual', 'has_attribute'), ('RestaurantsGoodForGroups=True', 'has_attribute'), ('TN', 'in_state'), ('WheelchairAccessible=True', 'has_attribute'), ('open', 'status')]"
35,473,2989,3,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('RestaurantsPriceRange2=2', 'has_attribute'), ('open', 'status')]"
35,5083,4326,3,"[('DogsAllowed=True', 'has_attribute'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,5083,5767,1,"[('open', 'status')]"
35,5083,2344,7,"[('Arts & Entertainment', 'has_category'), ('GoodForKids=True', 'has_attribute'), ('Museums', 'has_category'), ('Nashville', 'located_in_city'), ('RestaurantsAttire=casual', 'has_attribute'), ('TN', 'in_state'), ('open', 'status')]"
35,5083,2989,3,"[('DogsAllowed=True', 'has_attribute'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,5175,4326,9,"[('3.0 stars', 'has_rating'), ('AZ', 'in_state'), ('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('DogsAllowed=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('Tucson', 'located_in_city'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,5175,5767,1,"[('open', 'status')]"
35,5175,2344,5,"[('3.0 stars', 'has_rating'), ('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('open', 'status')]"
35,5175,2989,9,"[('AZ', 'in_state'), ('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('DogsAllowed=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('RestaurantsPriceRange2=2', 'has_attribute'), ('Tucson', 'located_in_city'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,5176,4326,4,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('Venues & Event Spaces', 'has_category'), ('open', 'status')]"
35,5176,5767,1,"[('open', 'status')]"
35,5176,2344,15,"[('Arts & Entertainment', 'has_category'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('BusinessParking={garage: False, street: False, validated: False, lot: True, valet: False}', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('Food', 'has_category'), ('GoodForKids=True', 'has_attribute'), ('Museums', 'has_category'), ('Nashville', 'located_in_city'), ('Restaurants', 'has_category'), ('RestaurantsAttire=casual', 'has_attribute'), ('RestaurantsGoodForGroups=True', 'has_attribute'), ('RestaurantsTakeOut=True', 'has_attribute'), ('TN', 'in_state'), ('Venues & Event Spaces', 'has_category'), ('open', 'status')]"
35,5176,2989,5,"[('4.0 stars', 'has_rating'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('RestaurantsPriceRange2=2', 'has_attribute'), ('open', 'status')]"
35,522,4326,3,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,522,5767,2,"[('Transportation', 'has_category'), ('open', 'status')]"
35,522,2344,6,"[('37214', 'has_postal_code'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Nashville', 'located_in_city'), ('RestaurantsGoodForGroups=True', 'has_attribute'), ('TN', 'in_state'), ('open', 'status')]"
35,522,2989,3,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,5226,4326,7,"[('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('DogsAllowed=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('Venues & Event Spaces', 'has_category'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,5226,5767,1,"[('open', 'status')]"
35,5226,2344,5,"[('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('Venues & Event Spaces', 'has_category'), ('open', 'status')]"
35,5226,2989,7,"[('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('DogsAllowed=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('RestaurantsPriceRange2=2', 'has_attribute'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,5292,4326,7,"[('3.0 stars', 'has_rating'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('DogsAllowed=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('RestaurantsPriceRange2=3', 'has_attribute'), ('Venues & Event Spaces', 'has_category'), ('open', 'status')]"
35,5292,5767,3,"[('LA', 'in_state'), ('New Orleans', 'located_in_city'), ('open', 'status')]"
35,5292,2344,15,"[('3.0 stars', 'has_rating'), ('Alcohol=full_bar', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Caters=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('GoodForKids=True', 'has_attribute'), ('HasTV=True', 'has_attribute'), ('Restaurants', 'has_category'), ('RestaurantsAttire=casual', 'has_attribute'), ('RestaurantsGoodForGroups=True', 'has_attribute'), ('RestaurantsPriceRange2=3', 'has_attribute'), ('RestaurantsReservations=True', 'has_attribute'), ('Venues & Event Spaces', 'has_category'), ('WiFi=paid', 'has_attribute'), ('open', 'status')]"
35,5292,2989,4,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('DogsAllowed=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('open', 'status')]"
35,5499,4326,6,"[('AZ', 'in_state'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('RestaurantsPriceRange2=3', 'has_attribute'), ('Tucson', 'located_in_city'), ('open', 'status')]"
35,5499,5767,1,"[('open', 'status')]"
35,5499,2344,19,"[('Alcohol=full_bar', 'has_attribute'), ('American (New)', 'has_category'), ('Beauty & Spas', 'has_category'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Caters=True', 'has_attribute'), ('Day Spas', 'has_category'), ('Event Planning & Services', 'has_category'), ('GoodForDancing=False', 'has_attribute'), ('HappyHour=True', 'has_attribute'), ('HasTV=True', 'has_attribute'), ('OutdoorSeating=True', 'has_attribute'), ('Restaurants', 'has_category'), ('RestaurantsDelivery=True', 'has_attribute'), ('RestaurantsGoodForGroups=True', 'has_attribute'), ('RestaurantsPriceRange2=3', 'has_attribute'), ('RestaurantsReservations=True', 'has_attribute'), ('RestaurantsTakeOut=True', 'has_attribute'), ('WiFi=paid', 'has_attribute'), ('open', 'status')]"
35,5499,2989,6,"[('4.0 stars', 'has_rating'), ('AZ', 'in_state'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('Tucson', 'located_in_city'), ('open', 'status')]"
35,558,4326,2,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category')]"
35,558,5767,1,"[('2.5 stars', 'has_rating')]"
35,558,2344,3,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('WiFi=paid', 'has_attribute')]"
35,558,2989,3,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('RestaurantsPriceRange2=2', 'has_attribute')]"
35,5623,4326,9,"[('AZ', 'in_state'), ('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('DogsAllowed=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('Tucson', 'located_in_city'), ('Venues & Event Spaces', 'has_category'), ('WheelchairAccessible=True', 'has_attribute'), ('open', 'status')]"
35,5623,5767,2,"[('2.5 stars', 'has_rating'), ('open', 'status')]"
35,5623,2344,8,"[('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('ByAppointmentOnly=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('Venues & Event Spaces', 'has_category'), ('WheelchairAccessible=True', 'has_attribute'), ('WiFi=paid', 'has_attribute'), ('open', 'status')]"
35,5623,2989,8,"[('AZ', 'in_state'), ('BusinessAcceptsBitcoin=False', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('DogsAllowed=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('RestaurantsPriceRange2=2', 'has_attribute'), ('Tucson', 'located_in_city'), ('open', 'status')]"
35,5747,4326,3,"[('AZ', 'in_state'), ('Tucson', 'located_in_city'), ('open', 'status')]"
35,5747,5767,1,"[('open', 'status')]"
35,5747,2344,4,"[('BusinessParking={garage: False, street: False, validated: False, lot: True, valet: False}', 'has_attribute'), ('DogsAllowed=False', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('open', 'status')]"
35,5747,2989,3,"[('AZ', 'in_state'), ('Tucson', 'located_in_city'), ('open', 'status')]"
35,774,4326,1,"[('open', 'status')]"
35,774,2344,6,"[('Arts & Entertainment', 'has_category'), ('DogsAllowed=False', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('Museums', 'has_category'), ('RestaurantsAttire=casual', 'has_attribute'), ('open', 'status')]"
35,774,5767,3,"[('LA', 'in_state'), ('New Orleans', 'located_in_city'), ('open', 'status')]"
35,774,2989,1,"[('open', 'status')]"
35,798,4326,4,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('RestaurantsPriceRange2=3', 'has_attribute'), ('open', 'status')]"
35,798,5767,1,"[('open', 'status')]"
35,798,2344,19,"[('Alcohol=full_bar', 'has_attribute'), ('American (New)', 'has_category'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Caters=True', 'has_attribute'), ('DogsAllowed=False', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('HappyHour=True', 'has_attribute'), ('HasTV=True', 'has_attribute'), ('Nashville', 'located_in_city'), ('OutdoorSeating=True', 'has_attribute'), ('Restaurants', 'has_category'), ('RestaurantsDelivery=True', 'has_attribute'), ('RestaurantsGoodForGroups=True', 'has_attribute'), ('RestaurantsPriceRange2=3', 'has_attribute'), ('RestaurantsReservations=True', 'has_attribute'), ('RestaurantsTableService=True', 'has_attribute'), ('RestaurantsTakeOut=True', 'has_attribute'), ('TN', 'in_state'), ('open', 'status')]"
35,798,2989,3,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('open', 'status')]"
35,817,4326,3,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('WheelchairAccessible=True', 'has_attribute'), ('open', 'status')]"
35,817,5767,1,"[('open', 'status')]"
35,817,2344,6,"[('Arts & Entertainment', 'has_category'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('BusinessParking={garage: False, street: False, validated: False, lot: True, valet: False}', 'has_attribute'), ('GoodForKids=True', 'has_attribute'), ('WheelchairAccessible=True', 'has_attribute'), ('open', 'status')]"
35,817,2989,2,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('open', 'status')]"
35,837,4326,3,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,837,5767,1,"[('open', 'status')]"
35,837,2344,2,"[('BusinessAcceptsCreditCards=True', 'has_attribute'), ('open', 'status')]"
35,837,2989,5,"[('4.0 stars', 'has_rating'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('RestaurantsPriceRange2=2', 'has_attribute'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,880,4326,3,"[('3.0 stars', 'has_rating'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,880,5767,1,"[('open', 'status')]"
35,880,2344,2,"[('3.0 stars', 'has_rating'), ('open', 'status')]"
35,880,2989,2,"[('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,958,4326,9,"[('3.0 stars', 'has_rating'), ('AZ', 'in_state'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('RestaurantsPriceRange2=3', 'has_attribute'), ('Tucson', 'located_in_city'), ('Venues & Event Spaces', 'has_category'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
35,958,5767,1,"[('open', 'status')]"
35,958,2344,18,"[('3.0 stars', 'has_rating'), ('Alcohol=full_bar', 'has_attribute'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('BusinessParking={garage: False, street: False, validated: False, lot: True, valet: False}', 'has_attribute'), ('Caters=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('GoodForKids=True', 'has_attribute'), ('HasTV=True', 'has_attribute'), ('OutdoorSeating=True', 'has_attribute'), ('Restaurants', 'has_category'), ('RestaurantsAttire=casual', 'has_attribute'), ('RestaurantsDelivery=True', 'has_attribute'), ('RestaurantsGoodForGroups=True', 'has_attribute'), ('RestaurantsPriceRange2=3', 'has_attribute'), ('RestaurantsReservations=True', 'has_attribute'), ('RestaurantsTableService=True', 'has_attribute'), ('Venues & Event Spaces', 'has_category'), ('open', 'status')]"
35,958,2989,6,"[('AZ', 'in_state'), ('BusinessAcceptsCreditCards=True', 'has_attribute'), ('Event Planning & Services', 'has_category'), ('Tucson', 'located_in_city'), ('WiFi=free', 'has_attribute'), ('open', 'status')]"
