usuario,hotel_recomendado,propiedad,hotel_consumido,amf,attribute_frequency,attribute_tfidf,attribute_contribution_score,attribute_presence_ratio,attribute_overlap_count,attribute_overlap_ratio,attribute_novelty,attribute_specificity,attribute_stability,attribute_variability
3,1693,has_category:American (Traditional),,0.0,0,0.0,0,0.3055555555555556,11,0.15714285714285714,1,1.0,0.0,0.8333333333333334
3,1693,has_category:Breakfast & Brunch,,0.25,1,0.9162907318741551,1,0.3055555555555556,11,0.15714285714285714,0,0.5,0.25,0.8333333333333334
3,1693,has_category:Bed & Breakfast,,0.0,0,0.0,0,0.3055555555555556,11,0.15714285714285714,1,1.0,0.0,0.8333333333333334
3,1693,has_category:Venues & Event Spaces,,0.0,0,0.0,0,0.3055555555555556,11,0.15714285714285714,1,1.0,0.0,0.8333333333333334
3,1693,"has_coordinates:(40.2020, -75.2560)",,0.0,0,0.0,0,0.3055555555555556,11,0.15714285714285714,1,1.0,0.0,0.75
3,1693,has_review_count:268 reviews,,0.0,0,0.0,0,0.3055555555555556,11,0.15714285714285714,1,1.0,0.0,0.75
3,1693,has_name:William Penn Inn,,0.0,0,0.0,0,0.3055555555555556,11,0.15714285714285714,1,1.0,0.0,0.75
3,1693,has_postal_code:19436,,0.0,0,0.0,0,0.3055555555555556,11,0.15714285714285714,1,1.0,0.0,0.25
3,1693,has_rating:4.0 stars,,0.25,1,0.9162907318741551,1,0.3055555555555556,11,0.15714285714285714,0,0.5,0.25,0.5
3,1693,located_in_city:Gwynedd,,0.0,0,0.0,0,0.3055555555555556,11,0.15714285714285714,1,1.0,0.0,0.25
3,1729,has_attribute:BusinessAcceptsCreditCards=True,,0.5,2,1.0216512475319814,2,0.47368421052631576,9,0.16363636363636364,0,0.3333333333333333,0.5,0.8461538461538461
3,1729,has_attribute:DogsAllowed=False,,0.0,0,0.0,0,0.47368421052631576,9,0.16363636363636364,1,1.0,0.0,0.8461538461538461
3,1729,has_attribute:GoodForKids=True,,0.25,1,0.9162907318741551,1,0.47368421052631576,9,0.16363636363636364,0,0.5,0.25,0.8461538461538461
3,1729,has_attribute:ByAppointmentOnly=False,,0.25,1,0.9162907318741551,1,0.47368421052631576,9,0.16363636363636364,0,0.5,0.25,0.8461538461538461
3,1729,has_review_count:121 reviews,,0.0,0,0.0,0,0.47368421052631576,9,0.16363636363636364,1,1.0,0.0,0.75
3,1729,has_category:Historical Tours,,0.25,1,0.9162907318741551,1,0.47368421052631576,9,0.16363636363636364,0,0.5,0.25,0.8333333333333334
3,1729,has_category:Tours,,0.5,2,1.0216512475319814,2,0.47368421052631576,9,0.16363636363636364,0,0.3333333333333333,0.5,0.8333333333333334
3,1729,has_category:Arts & Entertainment,,0.25,1,0.9162907318741551,1,0.47368421052631576,9,0.16363636363636364,0,0.5,0.25,0.8333333333333334
3,1729,has_category:Museums,,0.25,1,0.9162907318741551,1,0.47368421052631576,9,0.16363636363636364,0,0.5,0.25,0.8333333333333334
3,1729,has_category:Shopping,,0.0,0,0.0,0,0.47368421052631576,9,0.16363636363636364,1,1.0,0.0,0.8333333333333334
3,1729,has_category:Souvenir Shops,,0.0,0,0.0,0,0.47368421052631576,9,0.16363636363636364,1,1.0,0.0,0.8333333333333334
3,1729,has_category:Walking Tours,,0.0,0,0.0,0,0.47368421052631576,9,0.16363636363636364,1,1.0,0.0,0.8333333333333334
3,1729,"has_coordinates:(39.9845, -86.0288)",,0.0,0,0.0,0,0.47368421052631576,9,0.16363636363636364,1,1.0,0.0,0.75
3,1729,status:open,,1.0,4,0.0,4,0.47368421052631576,9,0.16363636363636364,0,0.2,1.0,0.0
3,1729,in_state:IN,,0.0,0,0.0,0,0.47368421052631576,9,0.16363636363636364,1,1.0,0.0,0.0
3,1729,has_rating:4.5 stars,,0.5,2,1.0216512475319814,2,0.47368421052631576,9,0.16363636363636364,0,0.3333333333333333,0.5,0.5
3,1729,has_postal_code:46038,,0.0,0,0.0,0,0.47368421052631576,9,0.16363636363636364,1,1.0,0.0,0.25
3,1729,located_in_city:Fishers,,0.0,0,0.0,0,0.47368421052631576,9,0.16363636363636364,1,1.0,0.0,0.25
3,1729,has_name:Conner Prairie,,0.0,0,0.0,0,0.47368421052631576,9,0.16363636363636364,1,1.0,0.0,0.75
3,2085,has_category:Home & Garden,,0.0,0,0.0,0,0.2682926829268293,11,0.14666666666666667,1,1.0,0.0,0.8333333333333334
3,2085,has_category:Festivals,,0.0,0,0.0,0,0.2682926829268293,11,0.14666666666666667,1,1.0,0.0,0.8333333333333334
3,2085,has_category:Parks,,0.0,0,0.0,0,0.2682926829268293,11,0.14666666666666667,1,1.0,0.0,0.8333333333333334
3,2085,has_category:Museums,,0.25,1,0.9162907318741551,1,0.2682926829268293,11,0.14666666666666667,0,0.5,0.25,0.8333333333333334
3,2085,has_category:Farmers Market,,0.0,0,0.0,0,0.2682926829268293,11,0.14666666666666667,1,1.0,0.0,0.8333333333333334
3,2085,has_category:Shopping,,0.0,0,0.0,0,0.2682926829268293,11,0.14666666666666667,1,1.0,0.0,0.8333333333333334
3,2085,has_category:Nurseries & Gardening,,0.0,0,0.0,0,0.2682926829268293,11,0.14666666666666667,1,1.0,0.0,0.8333333333333334
3,2085,has_category:Tours,,0.5,2,1.0216512475319814,2,0.2682926829268293,11,0.14666666666666667,0,0.3333333333333333,0.5,0.8333333333333334
3,2085,has_category:Antiques,,0.0,0,0.0,0,0.2682926829268293,11,0.14666666666666667,1,1.0,0.0,0.8333333333333334
3,2085,has_category:Active Life,,0.0,0,0.0,0,0.2682926829268293,11,0.14666666666666667,1,1.0,0.0,0.8333333333333334
3,2085,has_category:Arts & Entertainment,,0.25,1,0.9162907318741551,1,0.2682926829268293,11,0.14666666666666667,0,0.5,0.25,0.8333333333333334
3,2085,has_category:Food,,0.0,0,0.0,0,0.2682926829268293,11,0.14666666666666667,1,1.0,0.0,0.8333333333333334
3,2085,has_category:Botanical Gardens,,0.0,0,0.0,0,0.2682926829268293,11,0.14666666666666667,1,1.0,0.0,0.8333333333333334
3,2085,has_attribute:GoodForKids=True,,0.25,1,0.9162907318741551,1,0.2682926829268293,11,0.14666666666666667,0,0.5,0.25,0.8461538461538461
3,2085,"has_attribute:GoodForMeal={dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False}",,0.0,0,0.0,0,0.2682926829268293,11,0.14666666666666667,1,1.0,0.0,0.8461538461538461
3,2085,has_attribute:ByAppointmentOnly=False,,0.25,1,0.9162907318741551,1,0.2682926829268293,11,0.14666666666666667,0,0.5,0.25,0.8461538461538461
3,2085,has_attribute:OutdoorSeating=True,,0.0,0,0.0,0,0.2682926829268293,11,0.14666666666666667,1,1.0,0.0,0.8461538461538461
3,2085,"has_attribute:Ambience={romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: False}",,0.0,0,0.0,0,0.2682926829268293,11,0.14666666666666667,1,1.0,0.0,0.8461538461538461
3,2085,has_attribute:Caters=False,,0.0,0,0.0,0,0.2682926829268293,11,0.14666666666666667,1,1.0,0.0,0.8461538461538461
3,2085,has_attribute:RestaurantsPriceRange2=1,,0.0,0,0.0,0,0.2682926829268293,11,0.14666666666666667,1,1.0,0.0,0.8461538461538461
3,2085,"has_attribute:BusinessParking={garage: False, street: True, validated: False, lot: True, valet: False}",,0.0,0,0.0,0,0.2682926829268293,11,0.14666666666666667,1,1.0,0.0,0.8461538461538461
3,2085,has_attribute:DogsAllowed=False,,0.0,0,0.0,0,0.2682926829268293,11,0.14666666666666667,1,1.0,0.0,0.8461538461538461
3,2085,has_attribute:RestaurantsTableService=False,,0.0,0,0.0,0,0.2682926829268293,11,0.14666666666666667,1,1.0,0.0,0.8461538461538461
3,2085,has_attribute:HasTV=False,,0.0,0,0.0,0,0.2682926829268293,11,0.14666666666666667,1,1.0,0.0,0.8461538461538461
3,2085,has_attribute:RestaurantsAttire=casual,,0.0,0,0.0,0,0.2682926829268293,11,0.14666666666666667,1,1.0,0.0,0.8461538461538461
3,2085,has_attribute:BikeParking=True,,0.0,0,0.0,0,0.2682926829268293,11,0.14666666666666667,1,1.0,0.0,0.8461538461538461
3,2085,has_attribute:WiFi=free,,0.5,2,1.0216512475319814,2,0.2682926829268293,11,0.14666666666666667,0,0.3333333333333333,0.5,0.8461538461538461
3,2085,has_attribute:RestaurantsGoodForGroups=True,,0.0,0,0.0,0,0.2682926829268293,11,0.14666666666666667,1,1.0,0.0,0.8461538461538461
3,2085,has_attribute:RestaurantsTakeOut=False,,0.25,1,0.9162907318741551,1,0.2682926829268293,11,0.14666666666666667,0,0.5,0.25,0.8461538461538461
3,2085,has_attribute:BusinessAcceptsCreditCards=True,,0.5,2,1.0216512475319814,2,0.2682926829268293,11,0.14666666666666667,0,0.3333333333333333,0.5,0.8461538461538461
3,2085,has_attribute:RestaurantsDelivery=False,,0.25,1,0.9162907318741551,1,0.2682926829268293,11,0.14666666666666667,0,0.5,0.25,0.8461538461538461
3,2085,has_attribute:NoiseLevel=average,,0.0,0,0.0,0,0.2682926829268293,11,0.14666666666666667,1,1.0,0.0,0.8461538461538461
3,2085,has_attribute:RestaurantsReservations=False,,0.0,0,0.0,0,0.2682926829268293,11,0.14666666666666667,1,1.0,0.0,0.8461538461538461
3,2085,in_state:MO,,0.0,0,0.0,0,0.2682926829268293,11,0.14666666666666667,1,1.0,0.0,0.0
3,2085,has_review_count:468 reviews,,0.0,0,0.0,0,0.2682926829268293,11,0.14666666666666667,1,1.0,0.0,0.75
3,2085,status:open,,1.0,4,0.0,4,0.2682926829268293,11,0.14666666666666667,0,0.2,1.0,0.0
3,2085,"has_coordinates:(38.6161, -90.2581)",,0.0,0,0.0,0,0.2682926829268293,11,0.14666666666666667,1,1.0,0.0,0.75
3,2085,has_rating:4.5 stars,,0.5,2,1.0216512475319814,2,0.2682926829268293,11,0.14666666666666667,0,0.3333333333333333,0.5,0.5
3,2085,has_postal_code:63110,,0.0,0,0.0,0,0.2682926829268293,11,0.14666666666666667,1,1.0,0.0,0.25
3,2085,has_name:Missouri Botanical Garden,,0.0,0,0.0,0,0.2682926829268293,11,0.14666666666666667,1,1.0,0.0,0.75
3,2085,located_in_city:Saint Louis,,0.0,0,0.0,0,0.2682926829268293,11,0.14666666666666667,1,1.0,0.0,0.25
3,2101,has_attribute:ByAppointmentOnly=False,,0.25,1,0.9162907318741551,1,0.5555555555555556,10,0.18867924528301888,0,0.5,0.25,0.8461538461538461
3,2101,has_attribute:GoodForKids=True,,0.25,1,0.9162907318741551,1,0.5555555555555556,10,0.18867924528301888,0,0.5,0.25,0.8461538461538461
3,2101,has_attribute:WiFi=free,,0.5,2,1.0216512475319814,2,0.5555555555555556,10,0.18867924528301888,0,0.3333333333333333,0.5,0.8461538461538461
3,2101,has_attribute:DogsAllowed=False,,0.0,0,0.0,0,0.5555555555555556,10,0.18867924528301888,1,1.0,0.0,0.8461538461538461
3,2101,has_name:Indianapolis Motor Speedway Museum,,0.0,0,0.0,0,0.5555555555555556,10,0.18867924528301888,1,1.0,0.0,0.75
3,2101,status:open,,1.0,4,0.0,4,0.5555555555555556,10,0.18867924528301888,0,0.2,1.0,0.0
3,2101,has_rating:4.5 stars,,0.5,2,1.0216512475319814,2,0.5555555555555556,10,0.18867924528301888,0,0.3333333333333333,0.5,0.5
3,2101,has_category:Tours,,0.5,2,1.0216512475319814,2,0.5555555555555556,10,0.18867924528301888,0,0.3333333333333333,0.5,0.8333333333333334
3,2101,has_category:Museums,,0.25,1,0.9162907318741551,1,0.5555555555555556,10,0.18867924528301888,0,0.5,0.25,0.8333333333333334
3,2101,has_category:Race Tracks,,0.0,0,0.0,0,0.5555555555555556,10,0.18867924528301888,1,1.0,0.0,0.8333333333333334
3,2101,has_category:Local Flavor,,0.25,1,0.9162907318741551,1,0.5555555555555556,10,0.18867924528301888,0,0.5,0.25,0.8333333333333334
3,2101,has_category:Historical Tours,,0.25,1,0.9162907318741551,1,0.5555555555555556,10,0.18867924528301888,0,0.5,0.25,0.8333333333333334
3,2101,has_category:Arts & Entertainment,,0.25,1,0.9162907318741551,1,0.5555555555555556,10,0.18867924528301888,0,0.5,0.25,0.8333333333333334
3,2101,"has_coordinates:(39.7903, -86.2337)",,0.0,0,0.0,0,0.5555555555555556,10,0.18867924528301888,1,1.0,0.0,0.75
3,2101,in_state:IN,,0.0,0,0.0,0,0.5555555555555556,10,0.18867924528301888,1,1.0,0.0,0.0
3,2101,has_postal_code:46222,,0.0,0,0.0,0,0.5555555555555556,10,0.18867924528301888,1,1.0,0.0,0.25
3,2101,has_review_count:91 reviews,,0.0,0,0.0,0,0.5555555555555556,10,0.18867924528301888,1,1.0,0.0,0.75
3,2101,located_in_city:Indianapolis,,0.0,0,0.0,0,0.5555555555555556,10,0.18867924528301888,1,1.0,0.0,0.25
3,2109,has_review_count:430 reviews,,0.0,0,0.0,0,0.25,4,0.07017543859649122,1,1.0,0.0,0.75
3,2109,has_name:Hyatt Regency St. Louis at the Arch,,0.0,0,0.0,0,0.25,4,0.07017543859649122,1,1.0,0.0,0.75
3,2109,"has_coordinates:(38.6262, -90.1878)",,0.0,0,0.0,0,0.25,4,0.07017543859649122,1,1.0,0.0,0.75
3,2109,has_postal_code:63102,,0.0,0,0.0,0,0.25,4,0.07017543859649122,1,1.0,0.0,0.25
3,2109,in_state:MO,,0.0,0,0.0,0,0.25,4,0.07017543859649122,1,1.0,0.0,0.0
3,2109,has_attribute:BusinessAcceptsBitcoin=False,,0.0,0,0.0,0,0.25,4,0.07017543859649122,1,1.0,0.0,0.8461538461538461
3,2109,has_attribute:WiFi=free,,0.5,2,1.0216512475319814,2,0.25,4,0.07017543859649122,0,0.3333333333333333,0.5,0.8461538461538461
3,2109,has_attribute:WheelchairAccessible=True,,0.0,0,0.0,0,0.25,4,0.07017543859649122,1,1.0,0.0,0.8461538461538461
3,2109,has_attribute:RestaurantsPriceRange2=3,,0.0,0,0.0,0,0.25,4,0.07017543859649122,1,1.0,0.0,0.8461538461538461
3,2109,has_attribute:BusinessAcceptsCreditCards=True,,0.5,2,1.0216512475319814,2,0.25,4,0.07017543859649122,0,0.3333333333333333,0.5,0.8461538461538461
3,2109,has_attribute:DogsAllowed=True,,0.0,0,0.0,0,0.25,4,0.07017543859649122,1,1.0,0.0,0.8461538461538461
3,2109,has_category:Event Planning & Services,,0.25,1,0.9162907318741551,1,0.25,4,0.07017543859649122,0,0.5,0.25,0.8333333333333334
3,2109,has_category:Venues & Event Spaces,,0.0,0,0.0,0,0.25,4,0.07017543859649122,1,1.0,0.0,0.8333333333333334
3,2109,has_rating:3.5 stars,,0.0,0,0.0,0,0.25,4,0.07017543859649122,1,1.0,0.0,0.5
3,2109,status:open,,1.0,4,0.0,4,0.25,4,0.07017543859649122,0,0.2,1.0,0.0
3,2109,located_in_city:Saint Louis,,0.0,0,0.0,0,0.25,4,0.07017543859649122,1,1.0,0.0,0.25
3,2290,has_name:Southwest Airlines,,0.0,0,0.0,0,0.2,2,0.03773584905660377,1,1.0,0.0,0.75
3,2290,"has_coordinates:(39.7149, -86.2975)",,0.0,0,0.0,0,0.2,2,0.03773584905660377,1,1.0,0.0,0.75
3,2290,has_category:Airlines,,0.0,0,0.0,0,0.2,2,0.03773584905660377,1,1.0,0.0,0.8333333333333334
3,2290,has_category:Transportation,,0.0,0,0.0,0,0.2,2,0.03773584905660377,1,1.0,0.0,0.8333333333333334
3,2290,located_in_city:Indianapolis,,0.0,0,0.0,0,0.2,2,0.03773584905660377,1,1.0,0.0,0.25
3,2290,status:open,,1.0,4,0.0,4,0.2,2,0.03773584905660377,0,0.2,1.0,0.0
3,2290,in_state:IN,,0.0,0,0.0,0,0.2,2,0.03773584905660377,1,1.0,0.0,0.0
3,2290,has_postal_code:46241,,0.0,0,0.0,0,0.2,2,0.03773584905660377,1,1.0,0.0,0.25
3,2290,has_rating:3.0 stars,,0.25,1,0.9162907318741551,1,0.2,2,0.03773584905660377,0,0.5,0.25,0.5
3,2290,has_review_count:45 reviews,,0.0,0,0.0,0,0.2,2,0.03773584905660377,1,1.0,0.0,0.75
3,2344,in_state:TN,,0.0,0,0.0,0,0.17647058823529413,9,0.10344827586206896,1,1.0,0.0,0.0
3,2344,has_category:Beauty & Spas,,0.0,0,0.0,0,0.17647058823529413,9,0.10344827586206896,1,1.0,0.0,0.8333333333333334
3,2344,has_category:American (New),,0.0,0,0.0,0,0.17647058823529413,9,0.10344827586206896,1,1.0,0.0,0.8333333333333334
3,2344,has_category:Museums,,0.25,1,0.9162907318741551,1,0.17647058823529413,9,0.10344827586206896,0,0.5,0.25,0.8333333333333334
3,2344,has_category:Day Spas,,0.0,0,0.0,0,0.17647058823529413,9,0.10344827586206896,1,1.0,0.0,0.8333333333333334
3,2344,has_category:Resorts,,0.0,0,0.0,0,0.17647058823529413,9,0.10344827586206896,1,1.0,0.0,0.8333333333333334
3,2344,has_category:Performing Arts,,0.0,0,0.0,0,0.17647058823529413,9,0.10344827586206896,1,1.0,0.0,0.8333333333333334
3,2344,has_category:Venues & Event Spaces,,0.0,0,0.0,0,0.17647058823529413,9,0.10344827586206896,1,1.0,0.0,0.8333333333333334
3,2344,has_category:Restaurants,,0.25,1,0.9162907318741551,1,0.17647058823529413,9,0.10344827586206896,0,0.5,0.25,0.8333333333333334
3,2344,has_category:Event Planning & Services,,0.25,1,0.9162907318741551,1,0.17647058823529413,9,0.10344827586206896,0,0.5,0.25,0.8333333333333334
3,2344,has_category:Convenience Stores,,0.0,0,0.0,0,0.17647058823529413,9,0.10344827586206896,1,1.0,0.0,0.8333333333333334
3,2344,has_category:Cinema,,0.0,0,0.0,0,0.17647058823529413,9,0.10344827586206896,1,1.0,0.0,0.8333333333333334
3,2344,has_category:Arts & Entertainment,,0.25,1,0.9162907318741551,1,0.17647058823529413,9,0.10344827586206896,0,0.5,0.25,0.8333333333333334
3,2344,has_category:Food,,0.0,0,0.0,0,0.17647058823529413,9,0.10344827586206896,1,1.0,0.0,0.8333333333333334
3,2344,has_attribute:GoodForKids=True,,0.25,1,0.9162907318741551,1,0.17647058823529413,9,0.10344827586206896,0,0.5,0.25,0.8461538461538461
3,2344,has_attribute:BusinessAcceptsCreditCards=True,,0.5,2,1.0216512475319814,2,0.17647058823529413,9,0.10344827586206896,0,0.3333333333333333,0.5,0.8461538461538461
3,2344,has_attribute:BYOBCorkage=no,,0.0,0,0.0,0,0.17647058823529413,9,0.10344827586206896,1,1.0,0.0,0.8461538461538461
3,2344,has_attribute:GoodForDancing=False,,0.0,0,0.0,0,0.17647058823529413,9,0.10344827586206896,1,1.0,0.0,0.8461538461538461
3,2344,has_attribute:CoatCheck=True,,0.0,0,0.0,0,0.17647058823529413,9,0.10344827586206896,1,1.0,0.0,0.8461538461538461
3,2344,has_attribute:RestaurantsTableService=True,,0.0,0,0.0,0,0.17647058823529413,9,0.10344827586206896,1,1.0,0.0,0.8461538461538461
3,2344,has_attribute:HasTV=True,,0.0,0,0.0,0,0.17647058823529413,9,0.10344827586206896,1,1.0,0.0,0.8461538461538461
3,2344,has_attribute:BYOB=True,,0.0,0,0.0,0,0.17647058823529413,9,0.10344827586206896,1,1.0,0.0,0.8461538461538461
3,2344,has_attribute:ByAppointmentOnly=True,,0.0,0,0.0,0,0.17647058823529413,9,0.10344827586206896,1,1.0,0.0,0.8461538461538461
3,2344,has_attribute:Alcohol=full_bar,,0.0,0,0.0,0,0.17647058823529413,9,0.10344827586206896,1,1.0,0.0,0.8461538461538461
3,2344,has_attribute:BusinessAcceptsBitcoin=False,,0.0,0,0.0,0,0.17647058823529413,9,0.10344827586206896,1,1.0,0.0,0.8461538461538461
3,2344,has_attribute:WiFi=paid,,0.0,0,0.0,0,0.17647058823529413,9,0.10344827586206896,1,1.0,0.0,0.8461538461538461
3,2344,has_attribute:HappyHour=True,,0.0,0,0.0,0,0.17647058823529413,9,0.10344827586206896,1,1.0,0.0,0.8461538461538461
3,2344,"has_attribute:Music={dj: True, background_music: True, no_music: False, jukebox: False, live: True, video: False, karaoke: True}",,0.0,0,0.0,0,0.17647058823529413,9,0.10344827586206896,1,1.0,0.0,0.8461538461538461
3,2344,has_attribute:RestaurantsPriceRange2=3,,0.0,0,0.0,0,0.17647058823529413,9,0.10344827586206896,1,1.0,0.0,0.8461538461538461
3,2344,"has_attribute:Ambience={romantic: False, intimate: False, touristy: True, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: False}",,0.0,0,0.0,0,0.17647058823529413,9,0.10344827586206896,1,1.0,0.0,0.8461538461538461
3,2344,has_attribute:RestaurantsGoodForGroups=True,,0.0,0,0.0,0,0.17647058823529413,9,0.10344827586206896,1,1.0,0.0,0.8461538461538461
3,2344,"has_attribute:BestNights={monday: False, tuesday: False, friday: True, wednesday: False, thursday: False, sunday: True, saturday: True}",,0.0,0,0.0,0,0.17647058823529413,9,0.10344827586206896,1,1.0,0.0,0.8461538461538461
3,2344,has_attribute:RestaurantsReservations=True,,0.25,1,0.9162907318741551,1,0.17647058823529413,9,0.10344827586206896,0,0.5,0.25,0.8461538461538461
3,2344,has_attribute:DogsAllowed=False,,0.0,0,0.0,0,0.17647058823529413,9,0.10344827586206896,1,1.0,0.0,0.8461538461538461
3,2344,has_attribute:RestaurantsAttire=casual,,0.0,0,0.0,0,0.17647058823529413,9,0.10344827586206896,1,1.0,0.0,0.8461538461538461
3,2344,has_attribute:RestaurantsDelivery=True,,0.0,0,0.0,0,0.17647058823529413,9,0.10344827586206896,1,1.0,0.0,0.8461538461538461
3,2344,has_attribute:OutdoorSeating=True,,0.0,0,0.0,0,0.17647058823529413,9,0.10344827586206896,1,1.0,0.0,0.8461538461538461
3,2344,"has_attribute:BusinessParking={garage: False, street: False, validated: False, lot: True, valet: False}",,0.0,0,0.0,0,0.17647058823529413,9,0.10344827586206896,1,1.0,0.0,0.8461538461538461
3,2344,has_attribute:NoiseLevel=very_loud,,0.0,0,0.0,0,0.17647058823529413,9,0.10344827586206896,1,1.0,0.0,0.8461538461538461
3,2344,has_attribute:RestaurantsTakeOut=True,,0.0,0,0.0,0,0.17647058823529413,9,0.10344827586206896,1,1.0,0.0,0.8461538461538461
3,2344,"has_attribute:GoodForMeal={dessert: False, latenight: True, lunch: True, dinner: True, brunch: False, breakfast: False}",,0.0,0,0.0,0,0.17647058823529413,9,0.10344827586206896,1,1.0,0.0,0.8461538461538461
3,2344,has_attribute:WheelchairAccessible=True,,0.0,0,0.0,0,0.17647058823529413,9,0.10344827586206896,1,1.0,0.0,0.8461538461538461
3,2344,has_attribute:Caters=True,,0.0,0,0.0,0,0.17647058823529413,9,0.10344827586206896,1,1.0,0.0,0.8461538461538461
3,2344,has_attribute:Smoking=outdoor,,0.0,0,0.0,0,0.17647058823529413,9,0.10344827586206896,1,1.0,0.0,0.8461538461538461
3,2344,has_name:Gaylord Opryland Resort & Convention Center,,0.0,0,0.0,0,0.17647058823529413,9,0.10344827586206896,1,1.0,0.0,0.75
3,2344,has_rating:3.0 stars,,0.25,1,0.9162907318741551,1,0.17647058823529413,9,0.10344827586206896,0,0.5,0.25,0.5
3,2344,"has_coordinates:(36.2116, -86.6943)",,0.0,0,0.0,0,0.17647058823529413,9,0.10344827586206896,1,1.0,0.0,0.75
3,2344,has_postal_code:37214,,0.0,0,0.0,0,0.17647058823529413,9,0.10344827586206896,1,1.0,0.0,0.25
3,2344,located_in_city:Nashville,,0.0,0,0.0,0,0.17647058823529413,9,0.10344827586206896,1,1.0,0.0,0.25
3,2344,status:open,,1.0,4,0.0,4,0.17647058823529413,9,0.10344827586206896,0,0.2,1.0,0.0
3,2344,has_review_count:1639 reviews,,0.0,0,0.0,0,0.17647058823529413,9,0.10344827586206896,1,1.0,0.0,0.75
3,25,status:open,,1.0,4,0.0,4,0.42857142857142855,6,0.11320754716981132,0,0.2,1.0,0.0
3,25,located_in_city:New Orleans,,0.0,0,0.0,0,0.42857142857142855,6,0.11320754716981132,1,1.0,0.0,0.25
3,25,has_postal_code:70116,,0.0,0,0.0,0,0.42857142857142855,6,0.11320754716981132,1,1.0,0.0,0.25
3,25,has_category:Religious Organizations,,0.0,0,0.0,0,0.42857142857142855,6,0.11320754716981132,1,1.0,0.0,0.8333333333333334
3,25,has_category:Public Services & Government,,0.75,3,0.6694306539426294,3,0.42857142857142855,6,0.11320754716981132,0,0.25,0.75,0.8333333333333334
3,25,has_category:Tours,,0.5,2,1.0216512475319814,2,0.42857142857142855,6,0.11320754716981132,0,0.3333333333333333,0.5,0.8333333333333334
3,25,has_category:Churches,,0.0,0,0.0,0,0.42857142857142855,6,0.11320754716981132,1,1.0,0.0,0.8333333333333334
3,25,has_category:Landmarks & Historical Buildings,,0.75,3,0.6694306539426294,3,0.42857142857142855,6,0.11320754716981132,0,0.25,0.75,0.8333333333333334
3,25,"has_coordinates:(29.9580, -90.0637)",,0.0,0,0.0,0,0.42857142857142855,6,0.11320754716981132,1,1.0,0.0,0.75
3,25,has_review_count:201 reviews,,0.0,0,0.0,0,0.42857142857142855,6,0.11320754716981132,1,1.0,0.0,0.75
3,25,has_rating:4.5 stars,,0.5,2,1.0216512475319814,2,0.42857142857142855,6,0.11320754716981132,0,0.3333333333333333,0.5,0.5
3,25,in_state:LA,,0.0,0,0.0,0,0.42857142857142855,6,0.11320754716981132,1,1.0,0.0,0.0
3,25,has_name:Cathedral-Basilica of St. Louis King of France,,0.0,0,0.0,0,0.42857142857142855,6,0.11320754716981132,1,1.0,0.0,0.75
3,25,has_attribute:ByAppointmentOnly=False,,0.25,1,0.9162907318741551,1,0.42857142857142855,6,0.11320754716981132,0,0.5,0.25,0.8461538461538461
3,2557,has_review_count:947 reviews,,0.0,0,0.0,0,0.26666666666666666,4,0.07142857142857142,1,1.0,0.0,0.75
3,2557,in_state:IN,,0.0,0,0.0,0,0.26666666666666666,4,0.07142857142857142,1,1.0,0.0,0.0
3,2557,located_in_city:Indianapolis,,0.0,0,0.0,0,0.26666666666666666,4,0.07142857142857142,1,1.0,0.0,0.25
3,2557,has_category:Transportation,,0.0,0,0.0,0,0.26666666666666666,4,0.07142857142857142,1,1.0,0.0,0.8333333333333334
3,2557,has_category:Airports,,0.0,0,0.0,0,0.26666666666666666,4,0.07142857142857142,1,1.0,0.0,0.8333333333333334
3,2557,has_category:Airlines,,0.0,0,0.0,0,0.26666666666666666,4,0.07142857142857142,1,1.0,0.0,0.8333333333333334
3,2557,has_category:Car Rental,,0.0,0,0.0,0,0.26666666666666666,4,0.07142857142857142,1,1.0,0.0,0.8333333333333334
3,2557,has_attribute:ByAppointmentOnly=False,,0.25,1,0.9162907318741551,1,0.26666666666666666,4,0.07142857142857142,0,0.5,0.25,0.8461538461538461
3,2557,has_attribute:WiFi=free,,0.5,2,1.0216512475319814,2,0.26666666666666666,4,0.07142857142857142,0,0.3333333333333333,0.5,0.8461538461538461
3,2557,"has_attribute:BusinessParking={garage: False, street: False, validated: False, lot: False, valet: False}",,0.0,0,0.0,0,0.26666666666666666,4,0.07142857142857142,1,1.0,0.0,0.8461538461538461
3,2557,status:open,,1.0,4,0.0,4,0.26666666666666666,4,0.07142857142857142,0,0.2,1.0,0.0
3,2557,has_postal_code:46241,,0.0,0,0.0,0,0.26666666666666666,4,0.07142857142857142,1,1.0,0.0,0.25
3,2557,has_name:Indianapolis International Airport - IND,,0.0,0,0.0,0,0.26666666666666666,4,0.07142857142857142,1,1.0,0.0,0.75
3,2557,"has_coordinates:(39.7149, -86.2975)",,0.0,0,0.0,0,0.26666666666666666,4,0.07142857142857142,1,1.0,0.0,0.75
3,2557,has_rating:4.0 stars,,0.25,1,0.9162907318741551,1,0.26666666666666666,4,0.07142857142857142,0,0.5,0.25,0.5
