user,hotel_recomendado,hotel_historico_id,hotel_historico_name,numero_propiedades_total,lista_propiedades_completa
3,2963,1783,Independence Visitor Center,26,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.5 stars | review_count:141 reviews | category:Public Services & Government | category:Landmarks & Historical Buildings | category:Arts & Entertainment | category:Visitor Centers | category:Museums | category:Restaurants | category:Ticket Sales | category:Local Flavor | category:Breakfast & Brunch | category:Travel Services | attribute:BusinessParking={garage: True, street: False, validated: False, lot: False, valet: False} | attribute:OutdoorSeating=False | attribute:GoodForKids=True | attribute:WiFi=free | attribute:RestaurantsTakeOut=False | attribute:RestaurantsDelivery=False | attribute:BusinessAcceptsCreditCards=True | attribute:RestaurantsReservations=True | attribute:Alcohol=none | attribute:ByAppointmentOnly=False | coordinates:(39.9510, -75.1500)"
3,2972,457,Elfreth's Alley,9,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.5 stars | review_count:61 reviews | category:Tours | category:Landmarks & Historical Buildings | category:Public Services & Government | coordinates:(39.9528, -75.1425)"
3,2972,2513,The Betsy Ross House,10,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.0 stars | review_count:131 reviews | category:Public Services & Government | category:Landmarks & Historical Buildings | category:Tours | category:Historical Tours | coordinates:(39.9523, -75.1446)"
3,2972,1941,Best Western Plus Philadelphia Airport South,10,"city:Chester | state:PA | postal_code:19013 | rating:3.0 stars | review_count:51 reviews | category:Event Planning & Services | attribute:BusinessAcceptsCreditCards=True | attribute:WiFi=free | attribute:RestaurantsPriceRange2=2 | coordinates:(39.8600, -75.3603)"
3,2972,1783,Independence Visitor Center,26,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.5 stars | review_count:141 reviews | category:Public Services & Government | category:Landmarks & Historical Buildings | category:Arts & Entertainment | category:Visitor Centers | category:Museums | category:Restaurants | category:Ticket Sales | category:Local Flavor | category:Breakfast & Brunch | category:Travel Services | attribute:BusinessParking={garage: True, street: False, validated: False, lot: False, valet: False} | attribute:OutdoorSeating=False | attribute:GoodForKids=True | attribute:WiFi=free | attribute:RestaurantsTakeOut=False | attribute:RestaurantsDelivery=False | attribute:BusinessAcceptsCreditCards=True | attribute:RestaurantsReservations=True | attribute:Alcohol=none | attribute:ByAppointmentOnly=False | coordinates:(39.9510, -75.1500)"
3,3069,457,Elfreth's Alley,9,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.5 stars | review_count:61 reviews | category:Tours | category:Landmarks & Historical Buildings | category:Public Services & Government | coordinates:(39.9528, -75.1425)"
3,3069,2513,The Betsy Ross House,10,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.0 stars | review_count:131 reviews | category:Public Services & Government | category:Landmarks & Historical Buildings | category:Tours | category:Historical Tours | coordinates:(39.9523, -75.1446)"
3,3069,1941,Best Western Plus Philadelphia Airport South,10,"city:Chester | state:PA | postal_code:19013 | rating:3.0 stars | review_count:51 reviews | category:Event Planning & Services | attribute:BusinessAcceptsCreditCards=True | attribute:WiFi=free | attribute:RestaurantsPriceRange2=2 | coordinates:(39.8600, -75.3603)"
3,3069,1783,Independence Visitor Center,26,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.5 stars | review_count:141 reviews | category:Public Services & Government | category:Landmarks & Historical Buildings | category:Arts & Entertainment | category:Visitor Centers | category:Museums | category:Restaurants | category:Ticket Sales | category:Local Flavor | category:Breakfast & Brunch | category:Travel Services | attribute:BusinessParking={garage: True, street: False, validated: False, lot: False, valet: False} | attribute:OutdoorSeating=False | attribute:GoodForKids=True | attribute:WiFi=free | attribute:RestaurantsTakeOut=False | attribute:RestaurantsDelivery=False | attribute:BusinessAcceptsCreditCards=True | attribute:RestaurantsReservations=True | attribute:Alcohol=none | attribute:ByAppointmentOnly=False | coordinates:(39.9510, -75.1500)"
3,3119,457,Elfreth's Alley,9,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.5 stars | review_count:61 reviews | category:Tours | category:Landmarks & Historical Buildings | category:Public Services & Government | coordinates:(39.9528, -75.1425)"
3,3119,2513,The Betsy Ross House,10,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.0 stars | review_count:131 reviews | category:Public Services & Government | category:Landmarks & Historical Buildings | category:Tours | category:Historical Tours | coordinates:(39.9523, -75.1446)"
3,3119,1941,Best Western Plus Philadelphia Airport South,10,"city:Chester | state:PA | postal_code:19013 | rating:3.0 stars | review_count:51 reviews | category:Event Planning & Services | attribute:BusinessAcceptsCreditCards=True | attribute:WiFi=free | attribute:RestaurantsPriceRange2=2 | coordinates:(39.8600, -75.3603)"
3,3119,1783,Independence Visitor Center,26,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.5 stars | review_count:141 reviews | category:Public Services & Government | category:Landmarks & Historical Buildings | category:Arts & Entertainment | category:Visitor Centers | category:Museums | category:Restaurants | category:Ticket Sales | category:Local Flavor | category:Breakfast & Brunch | category:Travel Services | attribute:BusinessParking={garage: True, street: False, validated: False, lot: False, valet: False} | attribute:OutdoorSeating=False | attribute:GoodForKids=True | attribute:WiFi=free | attribute:RestaurantsTakeOut=False | attribute:RestaurantsDelivery=False | attribute:BusinessAcceptsCreditCards=True | attribute:RestaurantsReservations=True | attribute:Alcohol=none | attribute:ByAppointmentOnly=False | coordinates:(39.9510, -75.1500)"
3,3136,457,Elfreth's Alley,9,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.5 stars | review_count:61 reviews | category:Tours | category:Landmarks & Historical Buildings | category:Public Services & Government | coordinates:(39.9528, -75.1425)"
3,3136,2513,The Betsy Ross House,10,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.0 stars | review_count:131 reviews | category:Public Services & Government | category:Landmarks & Historical Buildings | category:Tours | category:Historical Tours | coordinates:(39.9523, -75.1446)"
3,3136,1941,Best Western Plus Philadelphia Airport South,10,"city:Chester | state:PA | postal_code:19013 | rating:3.0 stars | review_count:51 reviews | category:Event Planning & Services | attribute:BusinessAcceptsCreditCards=True | attribute:WiFi=free | attribute:RestaurantsPriceRange2=2 | coordinates:(39.8600, -75.3603)"
3,3136,1783,Independence Visitor Center,26,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.5 stars | review_count:141 reviews | category:Public Services & Government | category:Landmarks & Historical Buildings | category:Arts & Entertainment | category:Visitor Centers | category:Museums | category:Restaurants | category:Ticket Sales | category:Local Flavor | category:Breakfast & Brunch | category:Travel Services | attribute:BusinessParking={garage: True, street: False, validated: False, lot: False, valet: False} | attribute:OutdoorSeating=False | attribute:GoodForKids=True | attribute:WiFi=free | attribute:RestaurantsTakeOut=False | attribute:RestaurantsDelivery=False | attribute:BusinessAcceptsCreditCards=True | attribute:RestaurantsReservations=True | attribute:Alcohol=none | attribute:ByAppointmentOnly=False | coordinates:(39.9510, -75.1500)"
3,3165,457,Elfreth's Alley,9,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.5 stars | review_count:61 reviews | category:Tours | category:Landmarks & Historical Buildings | category:Public Services & Government | coordinates:(39.9528, -75.1425)"
3,3165,2513,The Betsy Ross House,10,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.0 stars | review_count:131 reviews | category:Public Services & Government | category:Landmarks & Historical Buildings | category:Tours | category:Historical Tours | coordinates:(39.9523, -75.1446)"
3,3165,1941,Best Western Plus Philadelphia Airport South,10,"city:Chester | state:PA | postal_code:19013 | rating:3.0 stars | review_count:51 reviews | category:Event Planning & Services | attribute:BusinessAcceptsCreditCards=True | attribute:WiFi=free | attribute:RestaurantsPriceRange2=2 | coordinates:(39.8600, -75.3603)"
3,3165,1783,Independence Visitor Center,26,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.5 stars | review_count:141 reviews | category:Public Services & Government | category:Landmarks & Historical Buildings | category:Arts & Entertainment | category:Visitor Centers | category:Museums | category:Restaurants | category:Ticket Sales | category:Local Flavor | category:Breakfast & Brunch | category:Travel Services | attribute:BusinessParking={garage: True, street: False, validated: False, lot: False, valet: False} | attribute:OutdoorSeating=False | attribute:GoodForKids=True | attribute:WiFi=free | attribute:RestaurantsTakeOut=False | attribute:RestaurantsDelivery=False | attribute:BusinessAcceptsCreditCards=True | attribute:RestaurantsReservations=True | attribute:Alcohol=none | attribute:ByAppointmentOnly=False | coordinates:(39.9510, -75.1500)"
3,3178,457,Elfreth's Alley,9,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.5 stars | review_count:61 reviews | category:Tours | category:Landmarks & Historical Buildings | category:Public Services & Government | coordinates:(39.9528, -75.1425)"
3,3178,2513,The Betsy Ross House,10,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.0 stars | review_count:131 reviews | category:Public Services & Government | category:Landmarks & Historical Buildings | category:Tours | category:Historical Tours | coordinates:(39.9523, -75.1446)"
3,3178,1941,Best Western Plus Philadelphia Airport South,10,"city:Chester | state:PA | postal_code:19013 | rating:3.0 stars | review_count:51 reviews | category:Event Planning & Services | attribute:BusinessAcceptsCreditCards=True | attribute:WiFi=free | attribute:RestaurantsPriceRange2=2 | coordinates:(39.8600, -75.3603)"
3,3178,1783,Independence Visitor Center,26,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.5 stars | review_count:141 reviews | category:Public Services & Government | category:Landmarks & Historical Buildings | category:Arts & Entertainment | category:Visitor Centers | category:Museums | category:Restaurants | category:Ticket Sales | category:Local Flavor | category:Breakfast & Brunch | category:Travel Services | attribute:BusinessParking={garage: True, street: False, validated: False, lot: False, valet: False} | attribute:OutdoorSeating=False | attribute:GoodForKids=True | attribute:WiFi=free | attribute:RestaurantsTakeOut=False | attribute:RestaurantsDelivery=False | attribute:BusinessAcceptsCreditCards=True | attribute:RestaurantsReservations=True | attribute:Alcohol=none | attribute:ByAppointmentOnly=False | coordinates:(39.9510, -75.1500)"
3,3209,457,Elfreth's Alley,9,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.5 stars | review_count:61 reviews | category:Tours | category:Landmarks & Historical Buildings | category:Public Services & Government | coordinates:(39.9528, -75.1425)"
3,3209,2513,The Betsy Ross House,10,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.0 stars | review_count:131 reviews | category:Public Services & Government | category:Landmarks & Historical Buildings | category:Tours | category:Historical Tours | coordinates:(39.9523, -75.1446)"
3,3209,1941,Best Western Plus Philadelphia Airport South,10,"city:Chester | state:PA | postal_code:19013 | rating:3.0 stars | review_count:51 reviews | category:Event Planning & Services | attribute:BusinessAcceptsCreditCards=True | attribute:WiFi=free | attribute:RestaurantsPriceRange2=2 | coordinates:(39.8600, -75.3603)"
3,3209,1783,Independence Visitor Center,26,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.5 stars | review_count:141 reviews | category:Public Services & Government | category:Landmarks & Historical Buildings | category:Arts & Entertainment | category:Visitor Centers | category:Museums | category:Restaurants | category:Ticket Sales | category:Local Flavor | category:Breakfast & Brunch | category:Travel Services | attribute:BusinessParking={garage: True, street: False, validated: False, lot: False, valet: False} | attribute:OutdoorSeating=False | attribute:GoodForKids=True | attribute:WiFi=free | attribute:RestaurantsTakeOut=False | attribute:RestaurantsDelivery=False | attribute:BusinessAcceptsCreditCards=True | attribute:RestaurantsReservations=True | attribute:Alcohol=none | attribute:ByAppointmentOnly=False | coordinates:(39.9510, -75.1500)"
3,3237,457,Elfreth's Alley,9,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.5 stars | review_count:61 reviews | category:Tours | category:Landmarks & Historical Buildings | category:Public Services & Government | coordinates:(39.9528, -75.1425)"
3,3237,2513,The Betsy Ross House,10,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.0 stars | review_count:131 reviews | category:Public Services & Government | category:Landmarks & Historical Buildings | category:Tours | category:Historical Tours | coordinates:(39.9523, -75.1446)"
3,3237,1941,Best Western Plus Philadelphia Airport South,10,"city:Chester | state:PA | postal_code:19013 | rating:3.0 stars | review_count:51 reviews | category:Event Planning & Services | attribute:BusinessAcceptsCreditCards=True | attribute:WiFi=free | attribute:RestaurantsPriceRange2=2 | coordinates:(39.8600, -75.3603)"
3,3237,1783,Independence Visitor Center,26,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.5 stars | review_count:141 reviews | category:Public Services & Government | category:Landmarks & Historical Buildings | category:Arts & Entertainment | category:Visitor Centers | category:Museums | category:Restaurants | category:Ticket Sales | category:Local Flavor | category:Breakfast & Brunch | category:Travel Services | attribute:BusinessParking={garage: True, street: False, validated: False, lot: False, valet: False} | attribute:OutdoorSeating=False | attribute:GoodForKids=True | attribute:WiFi=free | attribute:RestaurantsTakeOut=False | attribute:RestaurantsDelivery=False | attribute:BusinessAcceptsCreditCards=True | attribute:RestaurantsReservations=True | attribute:Alcohol=none | attribute:ByAppointmentOnly=False | coordinates:(39.9510, -75.1500)"
3,3484,457,Elfreth's Alley,9,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.5 stars | review_count:61 reviews | category:Tours | category:Landmarks & Historical Buildings | category:Public Services & Government | coordinates:(39.9528, -75.1425)"
3,3484,2513,The Betsy Ross House,10,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.0 stars | review_count:131 reviews | category:Public Services & Government | category:Landmarks & Historical Buildings | category:Tours | category:Historical Tours | coordinates:(39.9523, -75.1446)"
3,3484,1941,Best Western Plus Philadelphia Airport South,10,"city:Chester | state:PA | postal_code:19013 | rating:3.0 stars | review_count:51 reviews | category:Event Planning & Services | attribute:BusinessAcceptsCreditCards=True | attribute:WiFi=free | attribute:RestaurantsPriceRange2=2 | coordinates:(39.8600, -75.3603)"
3,3484,1783,Independence Visitor Center,26,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.5 stars | review_count:141 reviews | category:Public Services & Government | category:Landmarks & Historical Buildings | category:Arts & Entertainment | category:Visitor Centers | category:Museums | category:Restaurants | category:Ticket Sales | category:Local Flavor | category:Breakfast & Brunch | category:Travel Services | attribute:BusinessParking={garage: True, street: False, validated: False, lot: False, valet: False} | attribute:OutdoorSeating=False | attribute:GoodForKids=True | attribute:WiFi=free | attribute:RestaurantsTakeOut=False | attribute:RestaurantsDelivery=False | attribute:BusinessAcceptsCreditCards=True | attribute:RestaurantsReservations=True | attribute:Alcohol=none | attribute:ByAppointmentOnly=False | coordinates:(39.9510, -75.1500)"
3,3732,457,Elfreth's Alley,9,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.5 stars | review_count:61 reviews | category:Tours | category:Landmarks & Historical Buildings | category:Public Services & Government | coordinates:(39.9528, -75.1425)"
3,3732,2513,The Betsy Ross House,10,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.0 stars | review_count:131 reviews | category:Public Services & Government | category:Landmarks & Historical Buildings | category:Tours | category:Historical Tours | coordinates:(39.9523, -75.1446)"
3,3732,1941,Best Western Plus Philadelphia Airport South,10,"city:Chester | state:PA | postal_code:19013 | rating:3.0 stars | review_count:51 reviews | category:Event Planning & Services | attribute:BusinessAcceptsCreditCards=True | attribute:WiFi=free | attribute:RestaurantsPriceRange2=2 | coordinates:(39.8600, -75.3603)"
3,3732,1783,Independence Visitor Center,26,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.5 stars | review_count:141 reviews | category:Public Services & Government | category:Landmarks & Historical Buildings | category:Arts & Entertainment | category:Visitor Centers | category:Museums | category:Restaurants | category:Ticket Sales | category:Local Flavor | category:Breakfast & Brunch | category:Travel Services | attribute:BusinessParking={garage: True, street: False, validated: False, lot: False, valet: False} | attribute:OutdoorSeating=False | attribute:GoodForKids=True | attribute:WiFi=free | attribute:RestaurantsTakeOut=False | attribute:RestaurantsDelivery=False | attribute:BusinessAcceptsCreditCards=True | attribute:RestaurantsReservations=True | attribute:Alcohol=none | attribute:ByAppointmentOnly=False | coordinates:(39.9510, -75.1500)"
3,3737,457,Elfreth's Alley,9,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.5 stars | review_count:61 reviews | category:Tours | category:Landmarks & Historical Buildings | category:Public Services & Government | coordinates:(39.9528, -75.1425)"
3,3737,2513,The Betsy Ross House,10,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.0 stars | review_count:131 reviews | category:Public Services & Government | category:Landmarks & Historical Buildings | category:Tours | category:Historical Tours | coordinates:(39.9523, -75.1446)"
3,3737,1941,Best Western Plus Philadelphia Airport South,10,"city:Chester | state:PA | postal_code:19013 | rating:3.0 stars | review_count:51 reviews | category:Event Planning & Services | attribute:BusinessAcceptsCreditCards=True | attribute:WiFi=free | attribute:RestaurantsPriceRange2=2 | coordinates:(39.8600, -75.3603)"
3,3737,1783,Independence Visitor Center,26,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.5 stars | review_count:141 reviews | category:Public Services & Government | category:Landmarks & Historical Buildings | category:Arts & Entertainment | category:Visitor Centers | category:Museums | category:Restaurants | category:Ticket Sales | category:Local Flavor | category:Breakfast & Brunch | category:Travel Services | attribute:BusinessParking={garage: True, street: False, validated: False, lot: False, valet: False} | attribute:OutdoorSeating=False | attribute:GoodForKids=True | attribute:WiFi=free | attribute:RestaurantsTakeOut=False | attribute:RestaurantsDelivery=False | attribute:BusinessAcceptsCreditCards=True | attribute:RestaurantsReservations=True | attribute:Alcohol=none | attribute:ByAppointmentOnly=False | coordinates:(39.9510, -75.1500)"
3,393,457,Elfreth's Alley,9,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.5 stars | review_count:61 reviews | category:Tours | category:Landmarks & Historical Buildings | category:Public Services & Government | coordinates:(39.9528, -75.1425)"
3,393,2513,The Betsy Ross House,10,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.0 stars | review_count:131 reviews | category:Public Services & Government | category:Landmarks & Historical Buildings | category:Tours | category:Historical Tours | coordinates:(39.9523, -75.1446)"
3,393,1941,Best Western Plus Philadelphia Airport South,10,"city:Chester | state:PA | postal_code:19013 | rating:3.0 stars | review_count:51 reviews | category:Event Planning & Services | attribute:BusinessAcceptsCreditCards=True | attribute:WiFi=free | attribute:RestaurantsPriceRange2=2 | coordinates:(39.8600, -75.3603)"
3,393,1783,Independence Visitor Center,26,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.5 stars | review_count:141 reviews | category:Public Services & Government | category:Landmarks & Historical Buildings | category:Arts & Entertainment | category:Visitor Centers | category:Museums | category:Restaurants | category:Ticket Sales | category:Local Flavor | category:Breakfast & Brunch | category:Travel Services | attribute:BusinessParking={garage: True, street: False, validated: False, lot: False, valet: False} | attribute:OutdoorSeating=False | attribute:GoodForKids=True | attribute:WiFi=free | attribute:RestaurantsTakeOut=False | attribute:RestaurantsDelivery=False | attribute:BusinessAcceptsCreditCards=True | attribute:RestaurantsReservations=True | attribute:Alcohol=none | attribute:ByAppointmentOnly=False | coordinates:(39.9510, -75.1500)"
3,4088,457,Elfreth's Alley,9,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.5 stars | review_count:61 reviews | category:Tours | category:Landmarks & Historical Buildings | category:Public Services & Government | coordinates:(39.9528, -75.1425)"
3,4088,2513,The Betsy Ross House,10,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.0 stars | review_count:131 reviews | category:Public Services & Government | category:Landmarks & Historical Buildings | category:Tours | category:Historical Tours | coordinates:(39.9523, -75.1446)"
3,4088,1941,Best Western Plus Philadelphia Airport South,10,"city:Chester | state:PA | postal_code:19013 | rating:3.0 stars | review_count:51 reviews | category:Event Planning & Services | attribute:BusinessAcceptsCreditCards=True | attribute:WiFi=free | attribute:RestaurantsPriceRange2=2 | coordinates:(39.8600, -75.3603)"
3,4088,1783,Independence Visitor Center,26,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.5 stars | review_count:141 reviews | category:Public Services & Government | category:Landmarks & Historical Buildings | category:Arts & Entertainment | category:Visitor Centers | category:Museums | category:Restaurants | category:Ticket Sales | category:Local Flavor | category:Breakfast & Brunch | category:Travel Services | attribute:BusinessParking={garage: True, street: False, validated: False, lot: False, valet: False} | attribute:OutdoorSeating=False | attribute:GoodForKids=True | attribute:WiFi=free | attribute:RestaurantsTakeOut=False | attribute:RestaurantsDelivery=False | attribute:BusinessAcceptsCreditCards=True | attribute:RestaurantsReservations=True | attribute:Alcohol=none | attribute:ByAppointmentOnly=False | coordinates:(39.9510, -75.1500)"
3,4122,457,Elfreth's Alley,9,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.5 stars | review_count:61 reviews | category:Tours | category:Landmarks & Historical Buildings | category:Public Services & Government | coordinates:(39.9528, -75.1425)"
3,4122,2513,The Betsy Ross House,10,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.0 stars | review_count:131 reviews | category:Public Services & Government | category:Landmarks & Historical Buildings | category:Tours | category:Historical Tours | coordinates:(39.9523, -75.1446)"
3,4122,1941,Best Western Plus Philadelphia Airport South,10,"city:Chester | state:PA | postal_code:19013 | rating:3.0 stars | review_count:51 reviews | category:Event Planning & Services | attribute:BusinessAcceptsCreditCards=True | attribute:WiFi=free | attribute:RestaurantsPriceRange2=2 | coordinates:(39.8600, -75.3603)"
3,4122,1783,Independence Visitor Center,26,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.5 stars | review_count:141 reviews | category:Public Services & Government | category:Landmarks & Historical Buildings | category:Arts & Entertainment | category:Visitor Centers | category:Museums | category:Restaurants | category:Ticket Sales | category:Local Flavor | category:Breakfast & Brunch | category:Travel Services | attribute:BusinessParking={garage: True, street: False, validated: False, lot: False, valet: False} | attribute:OutdoorSeating=False | attribute:GoodForKids=True | attribute:WiFi=free | attribute:RestaurantsTakeOut=False | attribute:RestaurantsDelivery=False | attribute:BusinessAcceptsCreditCards=True | attribute:RestaurantsReservations=True | attribute:Alcohol=none | attribute:ByAppointmentOnly=False | coordinates:(39.9510, -75.1500)"
3,4183,457,Elfreth's Alley,9,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.5 stars | review_count:61 reviews | category:Tours | category:Landmarks & Historical Buildings | category:Public Services & Government | coordinates:(39.9528, -75.1425)"
3,4183,2513,The Betsy Ross House,10,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.0 stars | review_count:131 reviews | category:Public Services & Government | category:Landmarks & Historical Buildings | category:Tours | category:Historical Tours | coordinates:(39.9523, -75.1446)"
3,4183,1941,Best Western Plus Philadelphia Airport South,10,"city:Chester | state:PA | postal_code:19013 | rating:3.0 stars | review_count:51 reviews | category:Event Planning & Services | attribute:BusinessAcceptsCreditCards=True | attribute:WiFi=free | attribute:RestaurantsPriceRange2=2 | coordinates:(39.8600, -75.3603)"
3,4183,1783,Independence Visitor Center,26,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.5 stars | review_count:141 reviews | category:Public Services & Government | category:Landmarks & Historical Buildings | category:Arts & Entertainment | category:Visitor Centers | category:Museums | category:Restaurants | category:Ticket Sales | category:Local Flavor | category:Breakfast & Brunch | category:Travel Services | attribute:BusinessParking={garage: True, street: False, validated: False, lot: False, valet: False} | attribute:OutdoorSeating=False | attribute:GoodForKids=True | attribute:WiFi=free | attribute:RestaurantsTakeOut=False | attribute:RestaurantsDelivery=False | attribute:BusinessAcceptsCreditCards=True | attribute:RestaurantsReservations=True | attribute:Alcohol=none | attribute:ByAppointmentOnly=False | coordinates:(39.9510, -75.1500)"
3,4359,457,Elfreth's Alley,9,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.5 stars | review_count:61 reviews | category:Tours | category:Landmarks & Historical Buildings | category:Public Services & Government | coordinates:(39.9528, -75.1425)"
3,4359,2513,The Betsy Ross House,10,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.0 stars | review_count:131 reviews | category:Public Services & Government | category:Landmarks & Historical Buildings | category:Tours | category:Historical Tours | coordinates:(39.9523, -75.1446)"
3,4359,1941,Best Western Plus Philadelphia Airport South,10,"city:Chester | state:PA | postal_code:19013 | rating:3.0 stars | review_count:51 reviews | category:Event Planning & Services | attribute:BusinessAcceptsCreditCards=True | attribute:WiFi=free | attribute:RestaurantsPriceRange2=2 | coordinates:(39.8600, -75.3603)"
3,4359,1783,Independence Visitor Center,26,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.5 stars | review_count:141 reviews | category:Public Services & Government | category:Landmarks & Historical Buildings | category:Arts & Entertainment | category:Visitor Centers | category:Museums | category:Restaurants | category:Ticket Sales | category:Local Flavor | category:Breakfast & Brunch | category:Travel Services | attribute:BusinessParking={garage: True, street: False, validated: False, lot: False, valet: False} | attribute:OutdoorSeating=False | attribute:GoodForKids=True | attribute:WiFi=free | attribute:RestaurantsTakeOut=False | attribute:RestaurantsDelivery=False | attribute:BusinessAcceptsCreditCards=True | attribute:RestaurantsReservations=True | attribute:Alcohol=none | attribute:ByAppointmentOnly=False | coordinates:(39.9510, -75.1500)"
3,4464,457,Elfreth's Alley,9,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.5 stars | review_count:61 reviews | category:Tours | category:Landmarks & Historical Buildings | category:Public Services & Government | coordinates:(39.9528, -75.1425)"
3,4464,2513,The Betsy Ross House,10,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.0 stars | review_count:131 reviews | category:Public Services & Government | category:Landmarks & Historical Buildings | category:Tours | category:Historical Tours | coordinates:(39.9523, -75.1446)"
3,4464,1941,Best Western Plus Philadelphia Airport South,10,"city:Chester | state:PA | postal_code:19013 | rating:3.0 stars | review_count:51 reviews | category:Event Planning & Services | attribute:BusinessAcceptsCreditCards=True | attribute:WiFi=free | attribute:RestaurantsPriceRange2=2 | coordinates:(39.8600, -75.3603)"
3,4464,1783,Independence Visitor Center,26,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.5 stars | review_count:141 reviews | category:Public Services & Government | category:Landmarks & Historical Buildings | category:Arts & Entertainment | category:Visitor Centers | category:Museums | category:Restaurants | category:Ticket Sales | category:Local Flavor | category:Breakfast & Brunch | category:Travel Services | attribute:BusinessParking={garage: True, street: False, validated: False, lot: False, valet: False} | attribute:OutdoorSeating=False | attribute:GoodForKids=True | attribute:WiFi=free | attribute:RestaurantsTakeOut=False | attribute:RestaurantsDelivery=False | attribute:BusinessAcceptsCreditCards=True | attribute:RestaurantsReservations=True | attribute:Alcohol=none | attribute:ByAppointmentOnly=False | coordinates:(39.9510, -75.1500)"
3,45,457,Elfreth's Alley,9,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.5 stars | review_count:61 reviews | category:Tours | category:Landmarks & Historical Buildings | category:Public Services & Government | coordinates:(39.9528, -75.1425)"
3,45,2513,The Betsy Ross House,10,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.0 stars | review_count:131 reviews | category:Public Services & Government | category:Landmarks & Historical Buildings | category:Tours | category:Historical Tours | coordinates:(39.9523, -75.1446)"
3,45,1941,Best Western Plus Philadelphia Airport South,10,"city:Chester | state:PA | postal_code:19013 | rating:3.0 stars | review_count:51 reviews | category:Event Planning & Services | attribute:BusinessAcceptsCreditCards=True | attribute:WiFi=free | attribute:RestaurantsPriceRange2=2 | coordinates:(39.8600, -75.3603)"
3,45,1783,Independence Visitor Center,26,"city:Philadelphia | state:PA | postal_code:19106 | rating:4.5 stars | review_count:141 reviews | category:Public Services & Government | category:Landmarks & Historical Buildings | category:Arts & Entertainment | category:Visitor Centers | category:Museums | category:Restaurants | category:Ticket Sales | category:Local Flavor | category:Breakfast & Brunch | category:Travel Services | attribute:BusinessParking={garage: True, street: False, validated: False, lot: False, valet: False} | attribute:OutdoorSeating=False | attribute:GoodForKids=True | attribute:WiFi=free | attribute:RestaurantsTakeOut=False | attribute:RestaurantsDelivery=False | attribute:BusinessAcceptsCreditCards=True | attribute:RestaurantsReservations=True | attribute:Alcohol=none | attribute:ByAppointmentOnly=False | coordinates:(39.9510, -75.1500)"
